"","Provider_Number","FUH.30_.","FUH.30_Numerator","FUH.30_Denominator","FUH.7_.","FUH.7_Numerator","FUH.7_Denominator","HBIPS.2_Overall_Rate_Per_1000","HBIPS.2_Overall_Num","HBIPS.2_Overall_Den","HBIPS.3_Overall_Rate_Per_1000","HBIPS.3_Overall_Num","HBIPS.3_Overall_Den","HBIPS.5_Overall_._of_Total","HBIPS.5_Overall_Num","HBIPS.5_Overall_Den","SUB.1_.","SUB.1_Numerator","SUB.1_Denominator","SUB.2_.","SUB.2_Numerator","SUB.2_Denominator","SUB.2a_.","SUB.2a_Numerator","SUB.2a_Denominator","TOB.1_.","TOB.1_Numerator","TOB.1_Denominator","TOB.2_.","TOB.2_Numerator","TOB.2_Denominator","TOB.2a_.","TOB.2a_Numerator","TOB.2a_Denominator","TOB.3_.","TOB.3_Numerator","TOB.3_Denominator","TOB.3a_.","TOB.3a_Numerator","TOB.3a_Denominator","PEoC_Assessed_Response","EHR_Use_Response","HIE_Response","IMM.2_.","IMM.2_Numerator","IMM.2_Denominator","HCP_.","HCP_Numerator","HCP_Denominator"
"73",34029,"36.59","15","41","29.27","12","41","0.01","6.98","29544","0.50","353.38","29544","Not Available","Not Available","Not Available","92.38%","279","302","94.12%","64","68","88.24%","60","68","96.57%","310","321","93.55%","145","155","65.16%","101","155","95.07%","135","142","7.75%","11","142","No","Paper or Other Form","Yes","88.50%","254","287","40%","121","306"
"74",34030,"40.00","42","105","30.48","32","105","0.07","31.3","19947","0.01","5.53","19947","Not Available","Not Available","Not Available","98.06%","405","413","77.88%","81","104","49.04%","51","104","97.09%","467","481","77.64%","191","246","65.04%","160","246","25.93%","63","243","4.53%","11","243","Yes","Paper or Other Form","Yes","53.66%","198","369","52%","169","322"
"75",34031,"54.76","92","168","39.29","66","168","0.08","52.31","26904","0.04","27.31","26904","Not Available","Not Available","Not Available","99.52%","416","418","62.71%","37","59","57.63%","34","59","100.00%","426","426","95.30%","142","149","61.74%","92","149","68.50%","87","127","37.80%","48","127","Yes","Paper or Other Form","No","94.80%","401","423","29%","67","234"
"76",34032,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00",".58","7807","0.00",".43","7807","Not Available","Not Available","Not Available","99.72%","360","361","95.76%","113","118","94.07%","111","118","99.74%","384","385","96.24%","179","186","5.91%","11","186","20.11%","37","184","Not Available","Not Available","Not Available","Yes","Paper or Other Form","Yes","96.62%","314","325","68%","165","242"
"77",40002,"78.95","30","38","68.42","26","38","0.00","0","4853","0.00","0","4853","Not Available","Not Available","Not Available","100.00%","386","386","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","394","394","96.70%","88","91","Not Available","Not Available","Not Available","98.28%","57","58","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","99.00%","198","200","74%","46","62"
"78",40014,"37.78","17","45","26.67","12","45","0.10","14.38","6277","0.03","4.17","6277","56.00%","14","25","98.83%","337","341","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.15%","464","468","85.19%","69","81","53.09%","43","81","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Paper or Other Form","Yes","90.00%","189","210","74%","212","288"
"79",40015,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.43","22.08","2136","0.18","9.37","2136","Not Available","0","0","98.26%","169","172","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","97.75%","174","178","56.82%","25","44","31.82%","14","44","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","100.00%","70","70","49%","19","39"
"80",40017,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","2177","0.00","0","2177","Not Available","Not Available","Not Available","100.00%","176","176","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","188","188","100.00%","28","28","0.00%","0","28","93.33%","14","15","0.00%","0","15","No","Certified EHR Technology","Yes","98.36%","120","122","96%","78","81"
"81",40019,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","560","0.00","0","560","91.67%","11","12","100.00%","161","161","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","98.19%","163","166","79.31%","23","29","48.28%","14","29","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","100.00%","75","75","70%","16","23"
"82",40020,"63.41","26","41","39.02","16","41","0.00","0","2284","0.00","0","2284","Not Available","Not Available","Not Available","100.00%","97","97","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","118","118","97.22%","35","36","Not Available","Not Available","Not Available","100.00%","30","30","0.00%","0","30","Yes","Certified EHR Technology","Yes","99.33%","149","150","100%","257","258"
"83",40027,"47.22","17","36","Not Available","Not Available","Not Available","0.84","71.93","3571","0.05","3.98","3571","Not Available","Not Available","Not Available","89.69%","235","262","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","288","288","86.05%","37","43","39.53%","17","43","67.65%","23","34","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","98.18%","162","165","78%","32","41"
"84",40029,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","3678","0.00","0","3678","Not Available","Not Available","Not Available","99.57%","234","235","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","98.71%","229","232","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Certified EHR Technology","Yes","98.08%","102","104","68%","21","31"
"85",40047,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","3362","0.15","12","3362","Not Available","Not Available","Not Available","96.15%","250","260","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","97.69%","254","260","100.00%","35","35","0.00%","0","35","100.00%","35","35","0.00%","0","35","No","Certified EHR Technology","No","44.62%","58","130","97%","35","36"
"86",40055,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","4948","0.00","0","4948","100.00%","20","20","100.00%","433","433","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","438","438","100.00%","52","52","Not Available","Not Available","Not Available","100.00%","28","28","0.00%","0","28","No","Certified EHR Technology","Yes","100.00%","126","126","53%","28","53"
"87",40071,"56.86","29","51","31.37","16","51","0.00","0","3158","0.00","0","3158","Not Available","Not Available","Not Available","93.22%","385","413","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","413","413","91.14%","247","271","Not Available","Not Available","Not Available","100.00%","271","271","Not Available","Not Available","Not Available","No","Non-Certified EHR Technology","No","83.08%","162","195","100%","20","20"
"88",40072,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","790","0.00","0","790","Not Available","Not Available","Not Available","0.00%","0","84","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","87.65%","71","81","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Certified EHR Technology","No","84.78%","39","46","97%","270","278"
"89",40074,"70.37","19","27","48.15","13","27","0.00","0","10409","0.00","0","10409","96.61%","57","59","99.58%","469","471","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","484","484","96.15%","25","26","53.85%","14","26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Paper or Other Form","No","99.55%","220","221","98%","145","148"
"90",40078,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","3634","0.04","3.28","3634","Not Available","Not Available","Not Available","98.66%","221","224","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.14%","231","233","82.61%","19","23","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00%","0","11","No","Paper or Other Form","No","96.52%","111","115","88%","38","43"
"91",40084,"41.03","16","39","Not Available","Not Available","Not Available","0.00","0","2845","0.12","8","2845","Not Available","Not Available","Not Available","99.00%","198","200","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","96.41%","188","195","78.95%","15","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Paper or Other Form","No","82.57%","90","109","98%","41","42"
"92",40114,"53.85","21","39","33.33","13","39","0.00","0","4817","0.00","0","4817","Not Available","0","0","0.00%","0","366","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","72.53%","264","364","40.68%","24","59","0.00%","0","59","38.89%","14","36","0.00%","0","36","No","Certified EHR Technology","No","99.45%","181","182","77%","23","30"
"93",40119,"56.67","17","30","Not Available","Not Available","Not Available","0.13","9.33","2950","0.19","13.47","2950","Not Available","Not Available","Not Available","99.09%","328","331","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","351","351","97.06%","66","68","73.53%","50","68","96.08%","49","51","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","99.44%","178","179","53%","109","206"
"94",40132,"48.02","97","202","26.24","53","202","0.09","33.69","14859","0.02","5.5","14859","97.92%","47","48","99.68%","311","312","0.00%","0","311","0.00%","0","311","99.04%","309","312","99.16%","236","238","12.18%","29","238","0.00%","0","236","0.00%","0","236","No","Paper or Other Form","No","48.72%","152","312","68%","32","47"
"95",40153,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","1730","0.00","0","1730","Not Available","Not Available","Not Available","98.55%","136","138","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.28%","138","139","100.00%","42","42","95.24%","40","42","100.00%","15","15","100.00%","15","15","No","Paper or Other Form","No","100.00%","44","44","100%","16","16"
"96",41302,"65.63","21","32","43.75","14","32","6.44","427","2762","0.25","16.85","2762","Not Available","Not Available","Not Available","97.03%","196","202","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.50%","201","202","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00%","0","34","0.00%","0","34","No","Certified EHR Technology","No","70.30%","71","101","40%","21","53"
"97",41323,"88.00","22","25","Not Available","Not Available","Not Available","0.00","0","2043","0.00","0","2043","Not Available","Not Available","Not Available","100.00%","113","113","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","113","113","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","45.00%","27","60","84%","260","311"
"98",41327,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","198","0.00","0","2277","70.59%","12","17","54.55%","108","198","0.00%","0","12","0.00%","0","12","94.95%","188","198","Not Available","Not Available","Not Available","0.00%","0","43","0.00%","0","41","0.00%","0","41","Yes","Paper or Other Form","No","31.82%","14","44","88%","15","17"
