"Hospital.Name","Provider.ID","OP_10","OP_11","OP_13","OP_14","OP_8","OP_9"
"BAPTIST MEMORIAL HOSPITAL",440048,"2.1","0.2","4.6","1.6","44.3","8.6"
"BAPTIST MEMORIAL HOSPITAL BOONEVILLE",250044,"8.0","1.8","Not Available","Not Available","42.9","8.2"
"BAPTIST MEMORIAL HOSPITAL DESOTO",250141,"1.8","0.0","3.6","2.0","55.8","10.4"
"BAPTIST MEMORIAL HOSPITAL HUNTINGDON",440016,"3.7","0.0","Not Available","Not Available","Not Available","10.3"
"BAPTIST MEMORIAL HOSPITAL NORTH MS",250034,"9.3","2.5","5.1","2.9","Not Available","14.1"
"BAPTIST MEMORIAL HOSPITAL TIPTON",440131,"1.5","1.3","Not Available","Not Available","Not Available","11.8"
"BAPTIST MEMORIAL HOSPITAL UNION CITY",440130,"5.5","2.5","7.7","0.6","Not Available","10.6"
"BAPTIST MEMORIAL HOSPITAL UNION COUNTY",250006,"7.5","0.9","4.3","1.8","46.2","4.5"
"BAPTIST ST ANTHONY'S HOSPITAL",450231,"0.4","0.7","4.2","1.5","55.2","7.3"
"BARAGA COUNTY MEMORIAL HOSPITAL",231307,"58.0","Not Available","Not Available","Not Available","Not Available","1.8"
"BARBOURVILLE ARH HOSPITAL",181328,"21.6","11.5","Not Available","1.1","Not Available","16.0"
"BARIX CLINICS OF PENNSYLVANIA",390302,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BARNES JEWISH HOSPITAL",260032,"3.1","0.6","4.1","1.3","43.9","6.8"
"BARNES-JEWISH ST PETERS HOSPITAL",260191,"0.6","0.0","4.7","0.7","Not Available","8.2"
"BARNES-JEWISH WEST COUNTY HOSPITAL",260162,"5.3","0.3","Not Available","0.4","47.9","6.6"
"BARNES-KASSON COUNTY HOSPITAL",391309,"8.3","Not Available","Not Available","Not Available","Not Available","12.6"
"BARNESVILLE HOSPITAL ASSOCIATION, INC",361321,"2.3","0.0","Not Available","0.7","Not Available","15.9"
"BARRETT HOSPITAL & HEALTHCARE",271318,"4.5","1.0","8.3","Not Available","Not Available","8.4"
"BARSTOW COMMUNITY HOSPITAL",50298,"5.1","4.4","Not Available","1.6","Not Available","10.6"
"BARTLETT REGIONAL HOSPITAL",20008,"2.8","0.0","Not Available","Not Available","Not Available","12.6"
"BARTON COUNTY MEMORIAL HOSPITAL",261325,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BARTON MEMORIAL HOSPITAL",50352,"10.4","2.0","5.0","Not Available","40.0","7.6"
"BARTOW REGIONAL MEDICAL CENTER",100121,"6.5","Not Available","Not Available","Not Available","Not Available","7.7"
"BATES COUNTY MEMORIAL HOSPITAL",260034,"17.1","12.8","Not Available","Not Available","Not Available","7.9"
"BATH COMMUNITY HOSPITAL",491300,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BATON ROUGE GENERAL MEDICAL CENTER",190065,"28.2","9.0","Not Available","1.6","37.5","8.5"
"BATTLE MOUNTAIN GENERAL HOSPITAL",291303,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BAUM HARMON MERCY HOSPITAL",161300,"0.0","Not Available","Not Available","0.0","Not Available","5.1"
"BAXTER REGIONAL MEDICAL CENTER",40027,"11.6","2.0","3.4","1.7","34.6","9.3"
"BAY AREA HOSPITAL",380090,"1.2","0.2","7.4","1.7","46.0","7.1"
"BAY AREA MEDICAL CENTER",520113,"7.3","0.0","7.4","0.5","50.0","4.8"
"BAY AREA REGIONAL MEDICAL CENTER, LLC",670096,"14.2","7.7","Not Available","0.6","43.5","8.6"
"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM",100026,"10.8","2.3","8.2","1.0","40.9","11.6"
"BAY PARK COMMUNITY HOSPITAL",360259,"3.4","0.0","6.8","0.4","Not Available","7.0"
"BAYFRONT HEALTH - ST PETERSBURG",100032,"3.3","1.9","5.1","Not Available","Not Available","2.4"
"BAYFRONT HEALTH BROOKSVILLE",100071,"6.4","4.7","Not Available","4.0","Not Available","9.9"
"BAYFRONT HEALTH DADE CITY",100211,"6.1","Not Available","Not Available","Not Available","Not Available","5.7"
"BAYFRONT HEALTH PORT CHARLOTTE",100077,"4.9","1.4","Not Available","1.7","Not Available","5.7"
"BAYFRONT HEALTH PUNTA GORDA",100047,"4.8","2.2","Not Available","1.0","Not Available","21.4"
"BAYHEALTH - KENT GENERAL HOSPITAL",80004,"4.0","0.0","4.1","3.0","27.2","13.4"
"BAYHEALTH - MILFORD MEMORIAL HOSPITAL",80009,"4.4","0.2","5.4","2.1","Not Available","9.7"
"BAYLOR EMERGENCY MEDICAL CENTER",670062,"0.9","0.0","Not Available","0.4","Not Available","Not Available"
"BAYLOR EMERGENCY MEDICAL CENTER",670097,"0.0","0.0","Not Available","Not Available","Not Available","Not Available"
"BAYLOR EMERGENCY MEDICAL CENTER",670107,"1.0","Not Available","Not Available","Not Available","Not Available","Not Available"
"BAYLOR HEART AND VASCULAR HOSPITAL",450851,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BAYLOR MEDICAL CENTER AT FRISCO",450853,"10.4","Not Available","Not Available","0.0","Not Available","Not Available"
"BAYLOR MEDICAL CENTER AT IRVING",450079,"4.9","3.4","7.7","0.9","47.2","10.2"
"BAYLOR MEDICAL CENTER AT TROPHY CLUB",450883,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BAYLOR MEDICAL CENTER AT UPTOWN",450422,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON",670067,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BAYLOR REGIONAL MEDICAL CENTER AT PLANO",450890,"7.7","4.9","Not Available","1.4","Not Available","6.9"
"BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C",670087,"0.0","Not Available","Not Available","0.0","Not Available","Not Available"
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",450563,"4.3","3.0","4.9","0.7","Not Available","6.3"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO",450219,"5.1","0.0","Not Available","0.5","Not Available","Not Available"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS",670108,"3.7","0.8","1.1","0.6","Not Available","8.7"
"BAYLOR SCOTT & WHITE MEDICAL CENTER -TAYLOR",451374,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND",450280,"5.4","0.0","7.7","1.9","61.5","7.2"
"BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI",670088,"8.2","0.0","3.8","Not Available","37.0","6.2"
"BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE",450372,"3.7","2.5","2.8","1.3","37.7","5.8"
"BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY",670082,"3.7","1.0","Not Available","1.3","Not Available","9.7"
"BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER",450137,"15.2","0.9","5.4","Not Available","Not Available","Not Available"
"BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON",450730,"10.8","5.4","Not Available","1.7","Not Available","9.7"
"BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL",450885,"4.3","1.9","Not Available","0.0","Not Available","3.5"
"BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE",450742,"6.8","0.3","Not Available","1.3","46.6","7.4"
"BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE",670060,"6.9","7.0","2.4","0.8","Not Available","14.4"
"BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK",450678,"6.2","0.0","3.4","1.6","Not Available","7.3"
"BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA",670076,"43.5","24.5","Not Available","Not Available","44.2","Not Available"
"BAYLOR SURGICAL HOSPITAL AT FORT WORTH",450880,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BAYLOR SURGICAL HOSPITAL AT LAS COLINAS",450874,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BAYLOR UNIVERSITY MEDICAL CENTER",450021,"1.6","0.7","9.0","1.3","Not Available","6.2"
"BAYSHORE MEDICAL CENTER",310112,"4.4","0.9","5.7","1.1","50.0","23.9"
"BAYSHORE MEDICAL CENTER",450097,"11.3","0.0","5.1","1.9","Not Available","5.5"
"BAYSIDE COMMUNITY HOSPITAL",451320,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BAYSTATE FRANKLIN MEDICAL CENTER",220016,"9.0","1.3","5.7","1.0","Not Available","7.3"
"BAYSTATE MEDICAL CENTER",220077,"2.4","0.0","4.4","1.1","34.7","11.0"
"BAYSTATE WING HOSPITAL AND MEDICAL CENTERS",220030,"1.6","0.0","2.6","2.0","Not Available","7.1"
"BEACHAM MEMORIAL HOSPITAL",250049,"Not Available","Not Available","Not Available","0.0","Not Available","Not Available"
"BEAR LAKE MEMORIAL HOSPITAL",131316,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BEAR RIVER VALLEY HOSPITAL",460039,"11.6","Not Available","Not Available","0.0","Not Available","4.5"
"BEAR VALLEY COMMUNITY HOSPITAL",51335,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BEARTOOTH BILLINGS CLINIC",271326,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",281364,"5.6","0.4","8.3","1.0","Not Available","15.5"
"BEAUFORT COUNTY MEMORIAL HOSPITAL",420067,"3.6","0.1","5.2","1.7","45.5","3.6"
"BEAUMONT HOSPITAL - DEARBORN",230020,"11.1","11.1","4.1","2.1","30.4","5.8"
"BEAUMONT HOSPITAL - FARMINGTON HILLS",230151,"8.6","0.9","3.2","1.2","Not Available","10.7"
"BEAUMONT HOSPITAL - TAYLOR",230270,"11.2","9.5","7.9","1.4","Not Available","5.2"
"BEAUMONT HOSPITAL - TRENTON",230176,"14.7","9.2","3.9","2.1","36.1","7.2"
"BEAUMONT HOSPITAL - WAYNE",230142,"10.8","9.1","6.5","1.6","38.1","10.6"
"BEAUMONT HOSPITAL, GROSSE POINTE",230089,"6.1","1.6","5.1","2.0","31.8","15.8"
"BEAUMONT HOSPITAL, ROYAL OAK",230130,"5.5","1.5","4.8","1.1","31.5","14.9"
"BEAUMONT HOSPITAL, TROY",230269,"7.2","0.7","4.8","1.2","32.0","10.9"
"BEAUREGARD MEMORIAL HOSPITAL",190050,"21.2","14.6","Not Available","Not Available","Not Available","5.9"
"BEAVER COUNTY MEMORIAL HOSPITAL",371322,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BEAVER DAM COMMUNITY HOSPITAL",520076,"2.4","4.0","4.0","0.9","Not Available","12.4"
"BEAVER VALLEY HOSPITAL",461335,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BECKLEY ARH HOSPITAL",510062,"11.7","10.9","5.7","2.4","Not Available","5.1"
"BEDFORD MEMORIAL HOSPITAL",490088,"2.2","0.0","3.4","1.2","Not Available","15.0"
"BEEBE MEDICAL CENTER",80007,"2.6","0.1","2.8","1.8","34.7","5.2"
"BELL HOSPITAL",231321,"19.7","1.3","2.0","Not Available","Not Available","3.5"
"BELLA VISTA HOSPITAL",400014,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BELLEVUE HOSPITAL",360107,"4.9","3.1","9.9","Not Available","47.2","7.8"
"BELLEVUE HOSPITAL CENTER",330204,"4.1","0.0","Not Available","11.4","Not Available","Not Available"
"BELLEVUE MEDICAL CENTER",280132,"3.7","0.0","6.1","1.0","30.0","12.4"
"BELLIN HEALTH OCONTO HOSPITAL",521356,"13.2","0.0","Not Available","0.0","Not Available","Not Available"
"BELLIN MEMORIAL HOSPITAL",520049,"7.8","0.0","6.6","Not Available","42.2","3.0"
"BELLVILLE ST JOSEPH HEALTH CENTER",450253,"5.0","Not Available","Not Available","Not Available","Not Available","4.2"
"BELMONT COMMUNITY HOSPITAL",360153,"Not Available","Not Available","Not Available","Not Available","Not Available","10.8"
"BELOIT MEMORIAL HOSPITAL",520100,"42.3","1.0","5.1","Not Available","41.2","3.6"
"BELTON REGIONAL MEDICAL CENTER",260214,"1.2","0.0","3.2","Not Available","42.9","6.5"
"BENEFIS HOSPITALS INC",270012,"5.6","0.5","4.8","1.8","44.3","6.0"
"BENEFIS TETON MEDICAL CENTER",271307,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BENEWAH COMMUNITY HOSPITAL",131317,"5.2","0.0","Not Available","0.0","Not Available","5.6"
"BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH",431314,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BENSON HOSPITAL",31301,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BERGEN REGIONAL MEDICAL CENTER",310058,"2.1","3.6","Not Available","Not Available","Not Available","22.5"
"BERGER HOSPITAL",360170,"3.7","0.0","1.0","1.5","Not Available","7.3"
"BERKELEY MEDICAL CENTER",510008,"4.9","4.9","8.1","1.5","41.8","7.9"
"BERKSHIRE MEDICAL CENTER INC - 1",220046,"5.8","2.1","5.0","1.6","35.6","6.2"
"BERTRAND CHAFFEE HOSPITAL",330111,"6.8","1.5","1.9","Not Available","Not Available","2.1"
"BERWICK HOSPITAL CENTER",390072,"9.9","6.7","Not Available","Not Available","Not Available","9.4"
"BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM",220083,"15.8","0.0","6.7","1.3","Not Available","6.4"
"BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH",220060,"5.9","0.0","8.9","1.1","35.6","6.3"
"BETH ISRAEL DEACONESS HOSPITAL-MILTON INC",220108,"4.6","0.0","6.0","1.0","35.9","4.4"
"BETH ISRAEL DEACONESS MEDICAL CENTER",220086,"13.7","0.0","6.8","0.8","35.4","7.4"
"BETHESDA HOSPITAL EAST",100002,"0.7","0.5","8.5","1.5","Not Available","Not Available"
"BETHESDA NORTH",360179,"7.7","0.1","6.1","0.4","41.7","11.1"
"BETSY JOHNSON REGIONAL  HOSPITAL",340071,"4.0","1.0","Not Available","0.6","32.4","14.3"
"BEVERLY HOSPITAL",50350,"2.0","0.0","Not Available","Not Available","Not Available","5.2"
"BEVERLY HOSPITAL CORPORATION",220033,"5.8","1.3","3.3","0.9","33.5","6.9"
"BIBB MEDICAL CENTER",10058,"3.1","0.0","Not Available","Not Available","Not Available","4.6"
"BIENVILLE MEDICAL CENTER",191320,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BIG BEND REGIONAL MEDICAL CENTER",451378,"23.0","Not Available","Not Available","Not Available","Not Available","Not Available"
"BIG HORN CO MEMORIAL HOSPITAL",271338,"5.8","0.0","Not Available","Not Available","Not Available","10.2"
"BIG SANDY MEDICAL CENTER",271311,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BIG SKY MEDICAL CENTER",270089,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BIGFORK VALLEY HOSPITAL",241316,"Not Available","0.0","Not Available","Not Available","Not Available","14.3"
"BILLINGS CLINIC HOSPITAL",270004,"5.3","0.0","4.9","0.8","44.0","7.3"
"BINGHAM MEMORIAL HOSPITAL",131325,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BLACK HILLS SURGICAL HOSPITAL LLP",430091,"Not Available","Not Available","Not Available","Not Available","35.8","Not Available"
"BLACK RIVER COMMUNITY MEDICAL CENTER",260227,"12.8","0.7","5.9","Not Available","47.3","10.4"
"BLACK RIVER MEMORIAL HOSPITAL",521333,"6.4","5.4","Not Available","0.0","Not Available","Not Available"
"BLACKWELL REGIONAL HOSPITAL",370030,"7.6","4.3","Not Available","0.0","Not Available","8.0"
"BLAKE MEDICAL CENTER",100213,"3.7","0.6","Not Available","3.3","Not Available","4.8"
"BLANCHARD VALLEY HOSPITAL",360095,"6.1","0.4","2.8","0.9","30.6","9.6"
"BLECKLEY MEMORIAL HOSPITAL",111302,"3.8","Not Available","Not Available","Not Available","Not Available","Not Available"
"BLESSING HOSPITAL",140015,"2.5","0.2","3.4","2.6","35.9","6.2"
"BLOUNT MEMORIAL HOSPITAL",440011,"2.6","0.7","5.8","1.4","37.0","11.0"
"BLUE HILL MEMORIAL HOSPITAL",201300,"3.2","0.9","5.2","Not Available","Not Available","9.4"
"BLUE MOUNTAIN HOSPITAL",381305,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BLUE MOUNTAIN HOSPITAL",461310,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS",390194,"11.4","10.1","5.5","Not Available","33.3","5.2"
"BLUE RIDGE REGIONAL HOSPITAL, INC",341329,"0.5","0.0","3.3","Not Available","46.2","13.5"
"BLUE VALLEY HOSPITAL, INC",170201,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BLUEFIELD REGIONAL MEDICAL CENTER",510071,"5.0","6.8","3.0","0.8","45.7","1.9"
"BLUEGRASS COMMUNITY HOSPITAL",181308,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BLUFFTON HOSPITAL",361322,"3.4","Not Available","Not Available","Not Available","Not Available","11.8"
"BLUFFTON REGIONAL MEDICAL CENTER",150075,"6.3","4.4","Not Available","1.0","Not Available","5.6"
"BLYTHEDALE CHILDREN'S HOSPITAL",333301,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BMH-CALHOUN",251331,"13.2","Not Available","Not Available","Not Available","Not Available","Not Available"
"BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL",170110,"13.0","10.4","Not Available","0.0","Not Available","8.4"
"BOCA RATON REGIONAL HOSPITAL",100168,"5.9","0.3","5.3","1.5","35.4","16.9"
"BOLIVAR GENERAL HOSPITAL",440181,"2.8","1.8","Not Available","Not Available","Not Available","12.1"
"BOLIVAR MEDICAL CENTER",250093,"6.2","9.4","Not Available","Not Available","Not Available","16.7"
"BON SECOURS COMMUNITY HOSPITAL",330135,"4.9","1.3","Not Available","1.3","36.1","7.8"
"BON SECOURS DEPAUL MEDICAL CENTER",490011,"6.5","0.8","1.8","0.3","39.6","5.7"
"BON SECOURS HOSPITAL",210013,"1.6","Not Available","Not Available","Not Available","Not Available","12.7"
"BON SECOURS MARYVIEW MEDICAL CENTER",490017,"7.8","0.7","4.3","2.2","32.4","7.3"
"BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER",490069,"5.0","0.5","4.6","1.2","36.2","5.5"
"BON SECOURS RICHMOND COMMUNITY HOSPITAL",490094,"0.8","Not Available","Not Available","Not Available","Not Available","9.0"
"BON SECOURS ST FRANCIS MEDICAL CENTER",490136,"3.0","0.4","8.0","0.3","28.5","5.1"
"BON SECOURS ST MARYS HOSPITAL",490059,"6.3","0.0","5.2","0.9","27.4","7.4"
"BON SECOURS-ST FRANCIS XAVIER HOSPITAL",420065,"4.9","0.0","Not Available","1.2","36.3","6.6"
"BONNER GENERAL HOSPITAL",131328,"7.5","0.0","1.5","0.0","Not Available","9.4"
"BOONE COUNTY HEALTH CENTER",281334,"3.7","0.9","Not Available","0.0","Not Available","5.3"
"BOONE COUNTY HOSPITAL",161372,"35.5","8.5","4.5","0.0","Not Available","8.0"
"BOONE HOSPITAL CENTER",260068,"3.0","0.0","5.5","1.3","37.0","2.6"
"BOONE MEMORIAL HOSPITAL",511313,"2.3","1.4","8.2","4.4","Not Available","13.2"
"BORGESS MEDICAL CENTER",230117,"2.6","0.4","5.2","0.9","45.9","8.4"
"BORGESS-LEE MEMORIAL HOSPITAL",231315,"3.5","2.5","Not Available","1.2","Not Available","13.7"
"BOSTON CHILDREN'S HOSPITAL",223302,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BOSTON MEDICAL CENTER CORPORATION-",220031,"8.2","0.7","5.6","1.9","32.9","6.2"
"BOTHWELL REGIONAL HEALTH CENTER",260009,"34.3","0.5","3.6","Not Available","49.3","6.2"
"BOULDER CITY HOSPITAL",291309,"14.4","10.0","Not Available","Not Available","Not Available","Not Available"
"BOUNDARY COMMUNITY HOSPITAL",131301,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BOURBON COMMUNITY HOSPITAL",180046,"5.1","0.0","Not Available","Not Available","Not Available","10.4"
"BOWDLE HOSPITAL - CAH",431318,"Not Available","Not Available","Not Available","0.0","Not Available","Not Available"
"BOX BUTTE GENERAL HOSPITAL",281360,"6.4","1.3","Not Available","Not Available","Not Available","6.9"
"BOYS TOWN NATIONAL RESEARCH HOSPITAL",283300,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BOZEMAN HEALTH DEACONESS HOSPITAL",270057,"2.1","0.4","5.4","1.5","Not Available","Not Available"
"BRADFORD REGIONAL MEDICAL CENTER",390118,"16.4","22.5","5.5","0.3","57.4","10.5"
"BRADLEY COUNTY MEDICAL CENTER",41327,"4.9","0.8","Not Available","Not Available","50.0","11.1"
"BRANDON REGIONAL HOSPITAL",100243,"0.9","0.0","3.9","3.6","Not Available","Not Available"
"BRANDYWINE HOSPITAL",390076,"11.6","0.7","5.6","2.1","39.0","7.7"
"BRATTLEBORO MEMORIAL HOSPITAL",470011,"4.1","0.4","1.9","Not Available","38.0","7.3"
"BRAXTON COUNTY MEMORIAL HOSPITAL",511308,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"BRAZOSPORT REGIONAL HEALTH SYSTEM",450072,"3.7","0.0","Not Available","1.1","47.1","11.1"
"BRECKINRIDGE MEMORIAL HOSPITAL",181319,"24.3","23.6","Not Available","0.0","Not Available","6.0"
"BRIDGEPORT HOSPITAL",70010,"16.0","5.7","5.3","1.4","Not Available","24.6"
"BRIDGTON HOSPITAL",201310,"4.9","0.0","5.0","0.7","Not Available","7.2"
