"","Provider.ID","Hospital.name","PAYM_30_AMI","PAYM_30_HF","PAYM_30_PN","PAYM_90_HIP_KNEE"
"280",50025,"UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR","$24,063","$16,252","$17,490","$21,048"
"281",50026,"GROSSMONT HOSPITAL","$23,950","$15,983","$17,671","$19,093"
"282",50028,"MAD RIVER COMMUNITY HOSPITAL","Not Available","$14,346","$15,722","Not Available"
"283",50030,"OROVILLE HOSPITAL","$22,600","$14,601","$16,259","$22,615"
"284",50036,"BAKERSFIELD MEMORIAL HOSPITAL","$22,142","$16,745","$17,595","$19,861"
"285",50038,"SANTA CLARA VALLEY MEDICAL CENTER","$22,718","$15,470","$17,216","Not Available"
"286",50039,"ENLOE MEDICAL CENTER","$24,229","$15,103","$16,329","$19,721"
"287",50040,"LAC/OLIVE VIEW-UCLA MEDICAL CENTER","Not Available","$13,531","$15,650","Not Available"
"288",50042,"ST ELIZABETH COMMUNITY HOSPITAL","Not Available","$14,085","$14,538","$19,599"
"289",50043,"ALTA BATES SUMMIT MEDICAL CENTER","$23,185","$16,560","$18,243","$23,250"
"290",50045,"EL CENTRO REGIONAL MEDICAL CENTER","$22,749","$16,679","$17,791","$18,973"
"291",50047,"CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","$21,295","$15,278","$14,731","$20,861"
"292",50054,"SAN GORGONIO MEMORIAL HOSPITAL","$22,881","$15,451","$18,760","$16,669"
"293",50055,"CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","Not Available","$15,177","$16,395","$20,686"
"294",50056,"ANTELOPE VALLEY HOSPITAL","$20,098","$17,904","$19,366","$22,649"
"295",50057,"KAWEAH DELTA MEDICAL CENTER","$24,257","$16,282","$15,885","$18,611"
"296",50058,"GLENDALE MEM HOSPITAL & HLTH CENTER","$24,122","$19,059","$19,964","$25,363"
"297",50060,"COMMUNITY REGIONAL MEDICAL CENTER","$23,900","$15,891","$17,743","$21,567"
"298",50063,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","$23,586","$18,869","$19,917","$27,031"
"299",50067,"OAK VALLEY HOSPITAL DISTRICT","Not Available","$14,778","$16,291","$22,297"
"300",50069,"ST JOSEPH HOSPITAL","$24,414","$17,768","$18,070","$24,669"
"301",50070,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","Not Available","Not Available","Not Available","Not Available"
"302",50071,"KAISER FOUNDATION HOSPITAL-SANTA CLARA","Not Available","Not Available","Not Available","Not Available"
"303",50072,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Not Available","Not Available","Not Available","Not Available"
"304",50073,"KAISER FOUNDATION HOSPITAL AND REHAB CENTER","$23,145","$14,204","$14,733","Not Available"
"305",50075,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","$20,599","$13,852","$16,586","Not Available"
"306",50076,"KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","Not Available","Not Available","Not Available","Not Available"
"307",50077,"SCRIPPS MERCY HOSPITAL","$22,740","$17,411","$18,573","$25,545"
"308",50078,"PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","$21,879","$17,088","$16,751","$26,350"
"309",50082,"ST JOHNS REGIONAL MEDICAL CENTER","$25,418","$17,827","$17,247","$27,777"
"310",50084,"ST JOSEPH'S MEDICAL CENTER OF STOCKTON","$24,147","$16,888","$18,192","$23,574"
"311",50089,"COMMUNITY HOSPITAL OF SAN BERNARDINO","Not Available","$17,296","$19,342","Not Available"
"312",50090,"SONOMA VALLEY HOSPITAL","Not Available","$17,658","$16,538","$22,149"
"313",50091,"COMMUNITY HOSPITAL OF HUNTINGTON PARK","$23,577","$17,857","$19,909","Not Available"
"314",50093,"SAINT AGNES MEDICAL CENTER","$22,146","$15,805","$16,011","$22,349"
"315",50096,"WEST COVINA MEDICAL CENTER, INC","Not Available","Not Available","Not Available","Not Available"
"316",50099,"SAN ANTONIO REGIONAL HOSPITAL","$22,935","$18,415","$20,986","$23,248"
"317",50100,"SHARP MEMORIAL HOSPITAL","$23,156","$17,153","$17,184","$20,943"
"318",50101,"SUTTER SOLANO MEDICAL CENTER","$23,654","$16,206","$17,048","$25,782"
"319",50102,"PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","Not Available","$18,634","$21,902","$22,771"
"320",50103,"WHITE MEMORIAL MEDICAL CENTER","$23,985","$18,452","$17,897","$28,068"
"321",50104,"SAINT FRANCIS MEDICAL CENTER","$23,517","$18,375","$21,559","Not Available"
"322",50107,"MARIAN REGIONAL MEDICAL CENTER","$22,823","$15,437","$16,388","$20,581"
"323",50108,"SUTTER MEDICAL CENTER, SACRAMENTO","$23,407","$15,796","$15,968","$20,486"
"324",50110,"LOMPOC VALLEY MEDICAL CENTER","$21,945","$14,030","$14,684","$20,393"
"325",50112,"SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","$24,565","$16,367","$18,276","$24,169"
"326",50113,"SAN MATEO MEDICAL CENTER","Not Available","Not Available","$18,294","Not Available"
"327",50115,"PALOMAR HEALTH DOWNTOWN CAMPUS","$23,822","$16,070","$17,708","$20,069"
"328",50116,"NORTHRIDGE HOSPITAL MEDICAL CENTER","$24,415","$17,722","$17,739","$24,467"
"329",50118,"DOCTORS HOSPITAL OF MANTECA","$23,355","$14,473","$15,024","$22,231"
"330",50121,"ADVENTIST MEDICAL CENTER","$22,514","$14,230","$14,957","$19,521"
"331",50122,"DAMERON HOSPITAL","$22,573","$16,253","$16,896","$22,863"
"332",50124,"USC VERDUGO HILLS HOSPITAL","$24,546","$15,908","$18,124","$22,303"
"333",50125,"REGIONAL MEDICAL CENTER OF SAN JOSE","$23,493","$16,597","$17,187","$30,357"
"334",50126,"VALLEY PRESBYTERIAN HOSPITAL","$25,049","$18,298","$21,284","$24,302"
"335",50127,"WOODLAND MEMORIAL HOSPITAL","Not Available","$15,503","$15,766","$23,055"
"336",50128,"TRI-CITY MEDICAL CENTER","$21,510","$15,553","$18,015","$22,542"
"337",50129,"ST BERNARDINE MEDICAL CENTER","$23,214","$17,446","$23,454","$23,460"
"338",50131,"NOVATO COMMUNITY HOSPITAL","Not Available","$15,550","$15,173","$21,007"
"339",50132,"SAN GABRIEL VALLEY MEDICAL CENTER","$26,027","$21,141","$22,810","$29,388"
"340",50133,"RIDEOUT MEMORIAL HOSPITAL","$22,438","$16,474","$15,424","$22,736"
"341",50135,"SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD","$26,200","$21,476","$26,099","Not Available"
"342",50136,"PETALUMA VALLEY HOSPITAL","$23,942","$15,603","$15,318","$21,771"
"343",50137,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Not Available","Not Available","Not Available","Not Available"
"344",50138,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","Not Available","Not Available","Not Available","Not Available"
"345",50139,"KAISER FOUNDATION HOSPITAL - DOWNEY","Not Available","Not Available","Not Available","Not Available"
"346",50140,"KAISER FOUNDATION HOSPITAL FONTANA","$20,839","Not Available","$17,848","Not Available"
"347",50145,"COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","$22,796","$15,473","$17,150","$20,009"
"348",50149,"CALIFORNIA HOSPITAL MEDICAL CENTER LA","$24,955","$16,537","$16,806","Not Available"
"349",50150,"SIERRA NEVADA MEMORIAL HOSPITAL","$22,758","$17,066","$17,402","$21,432"
"350",50152,"SAINT FRANCIS MEMORIAL HOSPITAL","$24,841","$15,717","$17,348","$19,466"
"351",50153,"O'CONNOR HOSPITAL","$22,953","$17,099","$17,942","$22,647"
"352",50158,"ENCINO HOSPITAL MEDICAL CENTER","$23,868","$19,053","$19,829","Not Available"
"353",50159,"VENTURA COUNTY MEDICAL CENTER","$23,222","$14,012","$16,174","$24,939"
"354",50167,"SAN JOAQUIN GENERAL HOSPITAL","Not Available","$17,379","$17,779","Not Available"
"355",50168,"ST JUDE MEDICAL CENTER","$25,338","$19,522","$21,143","$21,578"
"356",50169,"PRESBYTERIAN INTERCOMMUNITY HOSPITAL","$21,397","$15,778","$18,405","$23,328"
"357",50174,"SANTA ROSA MEMORIAL HOSPITAL","$22,194","$16,117","$16,458","$19,648"
"358",50179,"EMANUEL MEDICAL CENTER","$23,392","$16,679","$16,974","$21,232"
"359",50180,"JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS","$25,103","$16,529","$17,698","$21,787"
"360",50189,"GEORGE L MEE MEMORIAL HOSPITAL","Not Available","Not Available","$18,758","Not Available"
"361",50191,"ST MARY MEDICAL CENTER","$22,646","$18,400","$21,468","$27,587"
"362",50192,"ADVENTIST MEDICAL CENTER - REEDLEY","Not Available","Not Available","$14,964","Not Available"
"363",50194,"WATSONVILLE COMMUNITY HOSPITAL","$24,878","$14,580","$17,335","$19,205"
"364",50195,"WASHINGTON HOSPITAL","$24,021","$15,420","$17,795","$18,092"
"365",50197,"SEQUOIA HOSPITAL","$24,021","$16,806","$16,249","$21,913"
"366",50204,"PALMDALE REGIONAL MEDICAL CENTER","$20,132","$15,415","$19,444","$22,648"
"367",50205,"EAST VALLEY GLENDORA HOSPITAL","Not Available","Not Available","$24,943","Not Available"
"368",50211,"ALAMEDA HOSPITAL","$21,224","$17,367","$17,079","$24,015"
"369",50222,"SHARP CHULA VISTA MEDICAL CENTER","$23,961","$17,342","$17,425","$23,068"
"370",50224,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","$22,453","$16,916","$18,492","Not Available"
"371",50225,"FEATHER RIVER HOSPITAL","$21,044","$15,315","$16,562","$18,106"
"372",50226,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","$24,798","$17,981","$19,837","$30,323"
"373",50228,"SAN FRANCISCO GENERAL HOSPITAL","$20,668","$14,573","$15,513","$26,452"
"374",50230,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","$24,232","$18,200","$22,736","Not Available"
"375",50231,"POMONA VALLEY HOSPITAL MEDICAL CENTER","$23,067","$17,674","$20,216","$24,171"
"376",50232,"FRENCH HOSPITAL MEDICAL CENTER","$22,336","$16,254","$17,651","$20,622"
"377",50234,"SHARP CORONADO HOSPITAL AND HLTHCR CTR","Not Available","$15,361","$15,275","$19,328"
"378",50235,"PROVIDENCE SAINT JOSEPH MEDICAL CTR","$24,364","$17,032","$18,401","$23,515"
"379",50236,"ADVENTIST HEALTH SIMI VALLEY","$21,967","$17,845","$17,902","$22,566"
"380",50238,"METHODIST HOSPITAL OF SOUTHERN CA","$23,129","$18,402","$21,018","$24,847"
"381",50239,"GLENDALE ADVENTIST MEDICAL CENTER","$25,202","$17,836","$19,191","$21,810"
"382",50242,"DOMINICAN HOSPITAL","$22,155","$16,629","$16,654","$22,594"
"383",50243,"DESERT REGIONAL MEDICAL CENTER","$25,872","$17,021","$17,050","$19,962"
"384",50245,"ARROWHEAD REGIONAL MEDICAL CENTER","Not Available","$15,444","$19,952","Not Available"
"385",50248,"NATIVIDAD MEDICAL CENTER","Not Available","$15,932","$18,337","Not Available"
"386",50254,"MARSHALL MEDICAL CENTER","$22,405","$16,388","$17,125","$19,725"
"387",50257,"GOOD SAMARITAN HOSPITAL","Not Available","$14,477","$15,937","Not Available"
"388",50261,"SIERRA VIEW MEDICAL CENTER","$23,095","$14,978","$15,244","$22,745"
"389",50262,"RONALD REAGAN U C L A MEDICAL CENTER","$26,774","$18,250","$18,689","$20,848"
"390",50272,"REDLANDS COMMUNITY HOSPITAL","$23,229","$15,439","$18,291","$18,581"
"391",50276,"CONTRA COSTA REGIONAL MEDICAL CENTER","Not Available","$14,024","$14,234","Not Available"
"392",50278,"PROVIDENCE HOLY CROSS MEDICAL CENTER","$21,936","$16,480","$18,298","$28,124"
"393",50279,"HI-DESERT MEDICAL CENTER","Not Available","$14,388","$14,826","$20,736"
"394",50280,"MERCY MEDICAL CENTER REDDING","$25,629","$16,854","$17,621","$20,357"
"395",50281,"ALHAMBRA HOSPITAL MEDICAL CENTER","$25,548","$18,599","$24,063","Not Available"
"396",50283,"STANFORD HEALTH CARE - VALLEYCARE","$25,502","$17,625","$19,289","$19,449"
"397",50289,"SETON MEDICAL CENTER","$24,437","$16,585","$18,615","$27,172"
"398",50290,"PROVIDENCE SAINT JOHN'S HEALTH CENTER","$24,014","$18,727","$18,340","$18,896"
"399",50291,"SUTTER SANTA ROSA REGIONAL HOSPITAL","$22,641","$15,656","$14,945","$19,122"
"400",50292,"RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER","$21,836","$16,498","$19,289","Not Available"
"401",50295,"MERCY HOSPITAL","$22,943","$16,918","$19,419","$22,048"
"402",50296,"HAZEL HAWKINS MEMORIAL HOSPITAL","$20,862","$14,053","$14,770","$21,286"
"403",50298,"BARSTOW COMMUNITY HOSPITAL","$21,637","$15,905","$13,823","Not Available"
"404",50300,"ST MARY MEDICAL CENTER","$22,222","$15,771","$18,411","$24,370"
"405",50301,"UKIAH VALLEY MEDICAL CENTER","$23,480","$15,709","$15,264","$20,330"
"406",50305,"ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP","$22,840","$17,265","$18,132","$21,391"
"407",50308,"EL CAMINO HOSPITAL","$25,391","$16,986","$17,515","$20,741"
"408",50309,"SUTTER ROSEVILLE MEDICAL CENTER","$21,681","$14,328","$16,525","$21,482"
"409",50313,"SUTTER TRACY COMMUNITY HOSPITAL","$22,960","$15,519","$19,215","$25,168"
"410",50315,"KERN MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"411",50320,"HIGHLAND HOSPITAL","$24,378","$15,780","$20,486","Not Available"
"412",50324,"SCRIPPS MEMORIAL HOSPITAL LA JOLLA","$25,063","$17,976","$19,463","$21,086"
"413",50327,"LOMA LINDA UNIVERSITY MEDICAL CENTER","$22,628","$18,425","$18,955","$20,670"
"414",50329,"CORONA REGIONAL MEDICAL CENTER","$25,264","$18,125","$18,545","$23,644"
"415",50334,"SALINAS VALLEY MEMORIAL HOSPITAL","$24,554","$16,704","$18,183","$22,516"
"416",50335,"ADVENTIST HEALTH SONORA","$24,129","$14,573","$15,576","$18,800"
"417",50336,"LODI MEMORIAL HOSPITAL","$23,037","$15,626","$15,815","$20,305"
"418",50342,"PIONEERS MEMORIAL HEALTHCARE DISTRICT","$23,341","$16,246","$16,712","$23,317"
"419",50348,"UNIVERSITY OF CALIFORNIA IRVINE MED CENTER","$23,917","$16,217","$18,793","$23,380"
"420",50350,"BEVERLY HOSPITAL","$22,532","$17,905","$21,348","$30,313"
"421",50351,"TORRANCE MEMORIAL MEDICAL CENTER","$23,597","$18,324","$17,192","$19,364"
"422",50352,"BARTON MEMORIAL HOSPITAL","Not Available","$13,269","$13,181","$19,791"
"423",50353,"PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE","$24,621","$17,642","$17,955","$20,347"
"424",50357,"GOLETA VALLEY COTTAGE HOSPITAL","Not Available","$15,044","$16,657","$21,455"
"425",50359,"TULARE REGIONAL MEDICAL CENTER","$23,071","$16,474","$15,401","Not Available"
"426",50360,"MARIN GENERAL HOSPITAL","$21,192","$16,904","$17,429","$22,502"
"427",50367,"NORTHBAY MEDICAL CENTER","$24,680","$16,661","$16,471","$20,631"
"428",50373,"LAC+USC MEDICAL CENTER","$20,209","$15,021","$17,612","Not Available"
"429",50376,"LAC/HARBOR-UCLA MED CENTER","$23,077","$16,255","$20,664","Not Available"
"430",50378,"PACIFICA HOSPITAL OF THE VALLEY","Not Available","$15,864","$18,315","Not Available"
"431",50380,"GOOD SAMARITAN HOSPITAL","$26,895","$17,321","$18,163","$20,527"
"432",50382,"CITRUS VALLEY MEDICAL CENTER-IC CAMPUS","$24,706","$17,636","$22,096","$23,636"
"433",50390,"HEMET VALLEY MEDICAL CENTER","$25,805","$16,493","$17,748","$25,889"
"434",50393,"PIH HOSPITAL - DOWNEY","$21,100","$17,181","$20,998","$25,483"
"435",50394,"COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA","$24,930","$14,966","$16,396","$24,234"
"436",50396,"SANTA BARBARA COTTAGE HOSPITAL","$24,810","$15,762","$16,607","$20,095"
"437",50397,"COALINGA REGIONAL MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"438",50407,"CHINESE HOSPITAL","$21,997","$14,590","$13,644","Not Available"
"439",50411,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","Not Available","Not Available","Not Available","Not Available"
"440",50414,"MERCY HOSPITAL OF FOLSOM","$24,799","$15,692","$17,245","$20,380"
"441",50417,"SUTTER COAST HOSPITAL","$21,547","$13,985","$15,491","Not Available"
"442",50423,"PALO VERDE HOSPITAL","Not Available","Not Available","$19,416","Not Available"
"443",50424,"SCRIPPS GREEN HOSPITAL","$23,555","$16,878","$16,505","$21,059"
"444",50425,"KAISER FOUNDATION HOSPITAL - SACRAMENTO","Not Available","Not Available","$17,646","Not Available"
"445",50426,"WEST ANAHEIM MEDICAL CENTER","$21,769","$16,929","$20,971","Not Available"
"446",50438,"HUNTINGTON MEMORIAL HOSPITAL","$23,588","$17,517","$17,812","$21,860"
"447",50441,"STANFORD HEALTH CARE","$21,666","$16,585","$17,874","$22,758"
"448",50444,"MERCY MEDICAL CENTER","$24,334","$15,126","$16,553","$22,519"
"449",50454,"UCSF MEDICAL CENTER","$26,274","$15,704","$15,832","$23,081"
"450",50455,"ADVENTIST HEALTH BAKERSFIELD","$24,180","$16,678","$19,317","$18,488"
"451",50457,"ST MARY'S MEDICAL CENTER","$23,352","$15,967","$16,586","$21,470"
"452",50464,"DOCTORS MEDICAL CENTER","$24,537","$15,496","$14,663","$22,742"
"453",50468,"MEMORIAL HOSPITAL OF GARDENA","$26,100","$20,606","$26,179","Not Available"
"454",50471,"GOOD SAMARITAN HOSPITAL","$24,981","$18,430","$19,621","$23,845"
"455",50481,"WEST HILLS HOSPITAL & MEDICAL CENTER","$24,881","$19,259","$22,109","$23,381"
"456",50485,"LONG BEACH MEMORIAL MEDICAL CENTER","$23,579","$17,067","$20,718","$19,427"
"457",50488,"EDEN MEDICAL CENTER","$25,363","$19,022","$18,402","$23,675"
"458",50492,"CLOVIS COMMUNITY MEDICAL CENTER","$24,208","$17,022","$16,658","$23,906"
"459",50496,"JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS","$25,459","$16,376","$16,916","$20,021"
"460",50498,"SUTTER AUBURN FAITH HOSPITAL","$22,050","$15,007","$15,566","$21,233"
"461",50502,"SAINT VINCENT MEDICAL CENTER","$23,230","$17,539","$20,123","$22,287"
"462",50503,"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS","$22,462","$18,021","$17,644","$22,195"
"463",50506,"SIERRA VISTA REGIONAL MEDICAL CENTER","Not Available","$15,652","$16,731","$20,646"
"464",50510,"KAISER FOUNDATION HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"465",50512,"KAISER FOUNDATION HOSPITAL - FREMONT","Not Available","Not Available","Not Available","Not Available"
"466",50515,"KAISER FOUNDATION HOSPITAL - SAN DIEGO","Not Available","Not Available","Not Available","Not Available"
"467",50516,"MERCY SAN JUAN MEDICAL CENTER","$23,978","$15,469","$16,989","$21,472"
"468",50517,"VICTOR VALLEY GLOBAL MEDICAL CENTER","Not Available","$16,703","$17,122","$24,309"
"469",50523,"SUTTER DELTA MEDICAL CENTER","$20,856","$15,798","$17,399","$24,580"
"470",50526,"HUNTINGTON BEACH HOSPITAL","$22,929","$18,646","$20,085","Not Available"
"471",50528,"MEMORIAL HOSPITAL LOS BANOS","Not Available","$15,756","$15,318","Not Available"
"472",50534,"JOHN F KENNEDY MEMORIAL HOSPITAL","$22,930","$15,416","$17,708","$20,863"
"473",50537,"SUTTER DAVIS HOSPITAL","Not Available","$15,301","$15,712","$22,551"
"474",50541,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","Not Available","Not Available","Not Available","Not Available"
"475",50543,"COLLEGE HOSPITAL COSTA MESA","Not Available","Not Available","Not Available","Not Available"
"476",50546,"PORTERVILLE DEVELOPMENTAL CENTER","Not Available","Not Available","Not Available","Not Available"
"477",50547,"SONOMA DEVELOPMENTAL CENTER","Not Available","Not Available","Not Available","Not Available"
"478",50548,"FAIRVIEW DEVELOPMENTAL CENTER","Not Available","Not Available","Not Available","Not Available"
"479",50549,"LOS ROBLES HOSPITAL & MEDICAL CENTER","$22,849","$17,268","$18,972","$21,150"
"480",50551,"LOS ALAMITOS MEDICAL CENTER","$24,085","$17,373","$19,534","$23,828"
"481",50552,"MOTION PICTURE & TELEVISION HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"482",50557,"MEMORIAL MEDICAL CENTER","$24,397","$16,276","$16,883","$21,126"
"483",50561,"KAISER FOUNDATION HOSPITAL - WEST LA","Not Available","Not Available","Not Available","Not Available"
"484",50567,"MISSION HOSPITAL REGIONAL MED CENTER","$24,064","$17,655","$17,561","$21,634"
"485",50568,"MADERA COMMUNITY HOSPITAL","$20,255","$15,064","$15,187","$23,806"
"486",50570,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER","$27,401","$18,815","$20,537","$29,479"
"487",50573,"EISENHOWER MEDICAL CENTER","$22,283","$15,869","$16,345","$21,101"
"488",50580,"LA PALMA INTERCOMMUNITY HOSPITAL","$23,432","$19,102","$19,549","Not Available"
"489",50581,"LAKEWOOD REGIONAL MEDICAL CENTER","$24,449","$19,936","$24,085","$27,652"
"490",50586,"CHINO VALLEY MEDICAL CENTER","Not Available","$17,498","$21,853","Not Available"
"491",50588,"SAN DIMAS COMMUNITY HOSPITAL","Not Available","$17,695","$22,736","$22,913"
"492",50589,"PLACENTIA LINDA HOSPITAL","$24,240","$17,256","$17,618","$23,405"
"493",50590,"METHODIST HOSPITAL OF SACRAMENTO","$24,101","$15,026","$16,795","$17,113"
"494",50597,"FOOTHILL PRESBYTERIAN HOSPITAL","$25,982","$17,505","$18,161","Not Available"
"495",50599,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","$23,299","$14,814","$16,212","$22,731"
