Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
"070017","MIDSTATE MEDICAL CENTER","435 LEWIS AVENUE","MERIDEN","CT","06450","New Haven","55.27","78.52","86.68","81.82","79.48","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","80.30","81.79","2 out of 10","1 out of 9","2 out of 10","38.40","65.08","80.35","67.13","62.20","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","50.27","51.53","1 out of 10","1 out of 9","1 out of 10","43.43","63.37","73.66","64.14","61.16","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","69.09","67.08","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","85.50","85.43","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","71.03","67.89","0 out of 10","0 out of 9","0 out of 10","6","17"
"360234","MERCY HEALTH - WEST HOSPITAL","3300 MERCY HEALTH BLVD","CINCINNATI","OH","45211","Hamilton","55.27","78.52","86.68","80.22","80.24","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","79.73","82.29","3 out of 10","2 out of 9","3 out of 10","38.40","65.08","80.35","64.11","65.77","1 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","52.84","54.34","3 out of 10","1 out of 9","3 out of 10","43.43","63.37","73.66","62.79","61.18","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","69.64","67.90","2 out of 10","0 out of 9","2 out of 10","62.25","86.60","91.63","86.68","91.40","9 out of 10","9 out of 9","9 out of 10","37.67","70.23","84.58","74.14","76.13","4 out of 10","1 out of 9","4 out of 10","24","17"
"460044","ALTA VIEW HOSPITAL","9660 SOUTH 1300 EAST","SANDY","UT","84094","Salt Lake","55.27","78.52","86.68","76.80","77.12","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","82.64","83.27","4 out of 10","1 out of 9","4 out of 10","38.40","65.08","80.35","63.34","65.65","1 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","58.57","54.96","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","60.61","57.26","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","64.99","66.79","1 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","91.04","91.33","9 out of 10","4 out of 9","9 out of 10","37.67","70.23","84.58","73.78","74.81","3 out of 10","0 out of 9","3 out of 10","21","13"
"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","EL CENTRO","CA","92243","Imperial","55.27","78.52","86.68","67.61","70.94","0 out of 10","1 out of 9","1 out of 10","57.39","80.44","88.51","70.36","75.20","0 out of 10","2 out of 9","2 out of 10","38.40","65.08","80.35","55.20","57.69","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","49.84","54.54","3 out of 10","3 out of 9","3 out of 10","43.43","63.37","73.66","59.07","59.25","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","57.09","60.98","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","87.38","83.04","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","57.51","59.89","0 out of 10","0 out of 9","0 out of 10","7","13"
"140172","FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS","20201 S CRAWFORD AVENUE","OLYMPIA FIELDS","IL","60461","Cook","55.27","78.52","86.68","74.06","74.60","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","75.99","76.53","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","51.85","55.96","0 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","45.73","45.34","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","59.88","54.14","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","64.27","63.74","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","83.77","84.67","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","61.50","63.61","0 out of 10","0 out of 9","0 out of 10","2","10"
"430012","AVERA SACRED HEART HOSPITAL","501 SUMMIT ST","YANKTON","SD","57078","Yankton","55.27","78.52","86.68","79.51","78.34","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","83.50","82.19","2 out of 10","0 out of 9","2 out of 10","38.40","65.08","80.35","67.00","69.87","3 out of 10","2 out of 9","3 out of 10","25.21","51.45","62.44","54.65","49.49","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","69.55","66.23","3 out of 10","0 out of 9","3 out of 10","40.05","65.60","79.00","70.57","71.37","4 out of 10","0 out of 9","4 out of 10","62.25","86.60","91.63","90.71","90.70","8 out of 10","0 out of 9","8 out of 10","37.67","70.23","84.58","76.38","73.42","3 out of 10","0 out of 9","3 out of 10","23","18"
"230092","HENRY FORD ALLEGIANCE HEALTH","205 N EAST AVE","JACKSON","MI","49201","Jackson","55.27","78.52","86.68","78.24","76.77","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","77.55","76.28","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","66.35","66.21","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","49.43","46.81","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","63.40","61.33","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","58.83","62.48","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","86.54","86.38","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","64.80","64.93","0 out of 10","0 out of 9","0 out of 10","2","16"
"380029","LEGACY SILVERTON MEDICAL CENTER","342 FAIRVIEW STREET","SILVERTON","OR","97381","Marion","55.27","78.52","86.68","78.71","77.01","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","83.95","79.20","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","62.45","65.01","0 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","53.79","54.75","3 out of 10","1 out of 9","3 out of 10","43.43","63.37","73.66","63.90","59.35","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","70.26","69.16","3 out of 10","0 out of 9","3 out of 10","62.25","86.60","91.63","87.34","86.75","1 out of 10","0 out of 9","1 out of 10","37.67","70.23","84.58","78.76","76.91","5 out of 10","0 out of 9","5 out of 10","13","15"
"100259","SOUTH BAY HOSPITAL","4016 SUN CITY CENTER BLVD","SUN CITY CENTER","FL","33573","Hillsborough","55.27","78.52","86.68","68.97","73.15","0 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","69.90","75.35","0 out of 10","2 out of 9","2 out of 10","38.40","65.08","80.35","54.98","56.41","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","41.72","45.12","0 out of 10","1 out of 9","1 out of 10","43.43","63.37","73.66","55.36","59.90","0 out of 10","2 out of 9","2 out of 10","40.05","65.60","79.00","55.50","60.32","0 out of 10","2 out of 9","2 out of 10","62.25","86.60","91.63","80.60","84.00","0 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","56.90","62.63","0 out of 10","2 out of 9","2 out of 10","14","13"
"370114","ST JOHN MEDICAL CENTER, INC","1923 SOUTH UTICA AVENUE","TULSA","OK","74104","Tulsa","55.27","78.52","86.68","74.88","75.67","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","78.11","80.23","0 out of 10","2 out of 9","2 out of 10","38.40","65.08","80.35","57.95","57.01","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","48.48","49.17","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","55.81","61.01","0 out of 10","2 out of 9","2 out of 10","40.05","65.60","79.00","60.80","61.44","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","81.88","85.73","0 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","69.72","70.90","1 out of 10","0 out of 9","1 out of 10","8","13"
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN","47546","Dubois","55.27","78.52","86.68","84.80","87.32","10 out of 10","9 out of 9","10 out of 10","57.39","80.44","88.51","84.48","85.18","6 out of 10","1 out of 9","6 out of 10","38.40","65.08","80.35","75.30","78.48","8 out of 10","6 out of 9","8 out of 10","25.21","51.45","62.44","57.33","58.85","7 out of 10","2 out of 9","7 out of 10","43.43","63.37","73.66","71.16","73.46","9 out of 10","9 out of 9","9 out of 10","40.05","65.60","79.00","75.25","78.27","9 out of 10","8 out of 9","9 out of 10","62.25","86.60","91.63","85.62","91.60","9 out of 10","9 out of 9","9 out of 10","37.67","70.23","84.58","78.92","82.88","8 out of 10","6 out of 9","8 out of 10","66","20"
"290021","VALLEY HOSPITAL MEDICAL CENTER","620 SHADOW LANE","LAS VEGAS","NV","89106","Clark","55.27","78.52","86.68","69.03","71.39","0 out of 10","1 out of 9","1 out of 10","57.39","80.44","88.51","69.10","73.81","0 out of 10","2 out of 9","2 out of 10","38.40","65.08","80.35","55.57","55.77","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","43.47","42.16","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","56.71","58.36","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","53.01","56.12","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","82.71","83.42","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","57.01","60.79","0 out of 10","1 out of 9","1 out of 10","5","12"
"390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","111 SOUTH 11TH STREET","PHILADELPHIA","PA","19107","Philadelphia","55.27","78.52","86.68","81.11","82.79","5 out of 10","3 out of 9","5 out of 10","57.39","80.44","88.51","79.68","80.14","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","72.11","73.70","6 out of 10","1 out of 9","6 out of 10","25.21","51.45","62.44","53.21","53.89","2 out of 10","0 out of 9","2 out of 10","43.43","63.37","73.66","64.87","66.40","3 out of 10","1 out of 9","3 out of 10","40.05","65.60","79.00","60.18","59.34","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","86.53","87.29","2 out of 10","1 out of 9","2 out of 10","37.67","70.23","84.58","72.97","74.28","3 out of 10","1 out of 9","3 out of 10","21","15"
"150005","HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN","46122","Hendricks","55.27","78.52","86.68","83.88","81.49","4 out of 10","0 out of 9","4 out of 10","57.39","80.44","88.51","85.92","84.11","5 out of 10","0 out of 9","5 out of 10","38.40","65.08","80.35","70.20","66.58","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","61.73","57.15","5 out of 10","0 out of 9","5 out of 10","43.43","63.37","73.66","66.90","63.33","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","72.06","69.86","3 out of 10","0 out of 9","3 out of 10","62.25","86.60","91.63","93.82","92.03","10 out of 10","0 out of 9","10 out of 10","37.67","70.23","84.58","83.48","81.54","8 out of 10","0 out of 9","8 out of 10","36","19"
"450891","TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN","6020 W PARKER ROAD","PLANO","TX","75093","Collin","55.27","78.52","86.68","85.77","88.83","10 out of 10","9 out of 9","10 out of 10","57.39","80.44","88.51","87.15","85.90","7 out of 10","0 out of 9","7 out of 10","38.40","65.08","80.35","82.03","87.00","10 out of 10","9 out of 9","10 out of 10","25.21","51.45","62.44","59.90","68.18","10 out of 10","9 out of 9","10 out of 10","43.43","63.37","73.66","70.89","72.82","9 out of 10","6 out of 9","9 out of 10","40.05","65.60","79.00","85.71","87.80","10 out of 10","9 out of 9","10 out of 10","62.25","86.60","91.63","89.29","93.38","10 out of 10","9 out of 9","10 out of 10","37.67","70.23","84.58","82.32","87.87","10 out of 10","9 out of 9","10 out of 10","76","20"
"100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","301 MEMORIAL MEDICAL PARKWAY","DAYTONA BEACH","FL","32117","Volusia","55.27","78.52","86.68","80.85","80.84","3 out of 10","0 out of 9","3 out of 10","57.39","80.44","88.51","80.02","78.80","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","69.13","65.69","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","56.01","54.30","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","65.49","66.88","4 out of 10","1 out of 9","4 out of 10","40.05","65.60","79.00","75.26","72.31","5 out of 10","0 out of 9","5 out of 10","62.25","86.60","91.63","87.71","88.25","3 out of 10","1 out of 9","3 out of 10","37.67","70.23","84.58","81.12","79.09","6 out of 10","0 out of 9","6 out of 10","25","18"
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD","COOKEVILLE","TN","38501","Putnam","55.27","78.52","86.68","78.72","75.51","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","83.30","79.03","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","67.06","62.29","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","52.23","50.60","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.35","61.04","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","69.59","63.63","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","87.36","85.61","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","73.33","71.58","1 out of 10","0 out of 9","1 out of 10","1","17"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","Montgomery","55.27","78.52","86.68","78.00","78.25","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","81.83","81.25","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","60.96","61.93","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","51.97","48.72","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.28","63.27","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","65.69","66.74","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","83.98","86.50","0 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","67.98","70.01","0 out of 10","1 out of 9","1 out of 10","6","17"
"340109","SENTARA ALBEMARLE MEDICAL CENTER","1144 N ROAD ST","ELIZABETH CITY","NC","27909","Pasquotank","55.27","78.52","86.68","80.24","80.12","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","82.45","82.18","2 out of 10","0 out of 9","2 out of 10","38.40","65.08","80.35","63.65","62.50","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","53.06","44.27","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","61.86","67.28","4 out of 10","4 out of 9","4 out of 10","40.05","65.60","79.00","69.28","68.24","2 out of 10","0 out of 9","2 out of 10","62.25","86.60","91.63","88.88","88.96","5 out of 10","0 out of 9","5 out of 10","37.67","70.23","84.58","66.46","66.77","0 out of 10","0 out of 9","0 out of 10","15","14"
"220070","HALLMARK HEALTH SYSTEM","585 LEBANON STREET","MELROSE","MA","02176","Middlesex","55.27","78.52","86.68","80.58","83.98","7 out of 10","5 out of 9","7 out of 10","57.39","80.44","88.51","81.43","83.35","4 out of 10","2 out of 9","4 out of 10","38.40","65.08","80.35","66.62","69.88","3 out of 10","2 out of 9","3 out of 10","25.21","51.45","62.44","50.90","55.53","4 out of 10","4 out of 9","4 out of 10","43.43","63.37","73.66","63.70","65.69","3 out of 10","1 out of 9","3 out of 10","40.05","65.60","79.00","59.71","59.25","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","88.83","89.46","6 out of 10","2 out of 9","6 out of 10","37.67","70.23","84.58","66.39","71.79","1 out of 10","2 out of 9","2 out of 10","29","15"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","555 E CHEVES ST BOX 8700","FLORENCE","SC","29506","Florence","55.27","78.52","86.68","79.34","82.27","5 out of 10","3 out of 9","5 out of 10","57.39","80.44","88.51","83.95","84.56","5 out of 10","1 out of 9","5 out of 10","38.40","65.08","80.35","63.67","68.17","2 out of 10","2 out of 9","2 out of 10","25.21","51.45","62.44","52.47","52.63","1 out of 10","0 out of 9","1 out of 10","43.43","63.37","73.66","67.18","65.28","2 out of 10","0 out of 9","2 out of 10","40.05","65.60","79.00","69.67","71.45","4 out of 10","1 out of 9","4 out of 10","62.25","86.60","91.63","87.84","90.05","7 out of 10","5 out of 9","7 out of 10","37.67","70.23","84.58","73.32","77.88","5 out of 10","4 out of 9","5 out of 10","31","20"
"370229","ALLIANCEHEALTH SEMINOLE","2401 WRANGLER BOULEVARD","SEMINOLE","OK","74868","Seminole","55.27","78.52","86.68","80.11","78.19","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","86.16","81.03","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","72.01","67.70","2 out of 10","0 out of 9","2 out of 10","25.21","51.45","62.44","48.08","47.42","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","70.26","69.71","6 out of 10","0 out of 9","6 out of 10","40.05","65.60","79.00","72.42","76.41","8 out of 10","6 out of 9","8 out of 10","62.25","86.60","91.63","87.86","88.69","4 out of 10","2 out of 9","4 out of 10","37.67","70.23","84.58","68.42","69.41","0 out of 10","0 out of 9","0 out of 10","21","16"
"460058","RIVERTON HOSPITAL","3741 WEST 12600 SOUTH","RIVERTON","UT","84065","Salt Lake","55.27","78.52","86.68","77.20","76.27","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","81.59","80.62","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","59.94","58.67","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","59.06","55.90","4 out of 10","0 out of 9","4 out of 10","43.43","63.37","73.66","61.87","61.10","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","59.33","61.83","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","89.87","90.72","8 out of 10","4 out of 9","8 out of 10","37.67","70.23","84.58","76.06","76.73","5 out of 10","0 out of 9","5 out of 10","19","15"
"360086","SPRINGFIELD REGIONAL MEDICAL CENTER","100 MEDICAL CENTER DRIVE","SPRINGFIELD","OH","45504","Clark","55.27","78.52","86.68","75.41","78.32","0 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","78.17","75.98","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","61.03","59.97","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","47.41","46.60","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","58.69","55.28","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","61.15","62.97","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","85.05","88.24","3 out of 10","4 out of 9","4 out of 10","37.67","70.23","84.58","63.14","64.27","0 out of 10","0 out of 9","0 out of 10","7","11"
"390270","GEISINGER WYOMING VALLEY MEDICAL CENTER","1000 EAST MOUNTAIN BOULEVARD","WILKES BARRE","PA","18711","Luzerne","55.27","78.52","86.68","80.97","79.36","1 out of 10","0 out of 9","1 out of 10","57.39","80.44","88.51","80.89","79.11","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","70.10","67.16","2 out of 10","0 out of 9","2 out of 10","25.21","51.45","62.44","52.58","51.83","1 out of 10","0 out of 9","1 out of 10","43.43","63.37","73.66","63.78","61.87","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","60.79","58.87","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","89.29","88.53","4 out of 10","0 out of 9","4 out of 10","37.67","70.23","84.58","72.54","70.60","1 out of 10","0 out of 9","1 out of 10","9","14"
"030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","FORT MOHAVE","AZ","86426","Mohave","55.27","78.52","86.68","76.02","78.60","1 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","71.00","75.21","0 out of 10","2 out of 9","2 out of 10","38.40","65.08","80.35","62.70","66.09","1 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","48.72","46.93","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","55.33","62.83","0 out of 10","4 out of 9","4 out of 10","40.05","65.60","79.00","64.89","73.07","6 out of 10","5 out of 9","6 out of 10","62.25","86.60","91.63","80.33","87.30","2 out of 10","6 out of 9","6 out of 10","37.67","70.23","84.58","65.77","71.74","1 out of 10","3 out of 9","3 out of 10","24","15"
"230089","BEAUMONT HOSPITAL, GROSSE POINTE","468 CADIEUX RD","GROSSE POINTE","MI","48230","Wayne","55.27","78.52","86.68","79.85","83.46","6 out of 10","5 out of 9","6 out of 10","57.39","80.44","88.51","78.79","79.72","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","68.04","69.92","3 out of 10","1 out of 9","3 out of 10","25.21","51.45","62.44","50.84","54.26","3 out of 10","2 out of 9","3 out of 10","43.43","63.37","73.66","60.02","64.65","2 out of 10","3 out of 9","3 out of 10","40.05","65.60","79.00","61.68","65.96","1 out of 10","2 out of 9","2 out of 10","62.25","86.60","91.63","83.26","88.69","4 out of 10","6 out of 9","6 out of 10","37.67","70.23","84.58","70.98","79.28","6 out of 10","6 out of 9","6 out of 10","29","19"
