"HOSPITAL_NAME","PROVIDER_ID","STATE","FISCAL_YEAR","DOMAIN_1_SCORE","DOMAIN_1_FOOTNOTE","DOMAIN_1_START_DATE","DOMAIN_1_END_DATE","PSI_90_W_Z_SCORE","PSI_90_FOOTNOTE","DOMAIN_2_SCORE","DOMAIN_2_FOOTNOTE","CLABSI_W_Z_SCORE","CLABSI_FOOTNOTE","CAUTI_W_Z_SCORE","CAUTI_FOOTNOTE","SSI_W_Z_SCORE","SSI_FOOTNOTE","MRSA_W_Z_SCORE","MRSA_FOOTNOTE","CDI_W_Z_SCORE","CDI_FOOTNOTE","DOMAIN_2_START_DATE","DOMAIN_2_END_DATE","TOTAL_HAC_SCORE","TOTAL_HAC_FOOTNOTE","PAYMENT_REDUCTION","PAYMENT_REDUCTION_FOOTNOTE"
"BANNER PAYSON MEDICAL CENTER","030033","AZ","2018","-0.9013","","07/01/2014","09/30/2015","-0.9013","","-0.1556","","Not Available","5","Not Available","5","-1.4872","","Not Available","5","1.1761","","01/01/2015","12/31/2016","-0.2674","","No",""
"CHANDLER REGIONAL MEDICAL CENTER","030036","AZ","2018","-0.8830","","07/01/2014","09/30/2015","-0.8830","","0.5247","","0.1160","","0.1368","","0.9148","","0.8624","","0.5937","","01/01/2015","12/31/2016","0.3136","","No",""
"ST LUKE'S MEDICAL CENTER","030037","AZ","2018","-0.0671","","07/01/2014","09/30/2015","-0.0671","","0.4014","","2.1946","","-0.3777","","-0.4391","","1.2052","","-0.5760","","01/01/2015","12/31/2016","0.3311","","No",""
"SCOTTSDALE OSBORN MEDICAL CENTER","030038","AZ","2018","-0.9332","","07/01/2014","09/30/2015","-0.9332","","0.0737","","-0.2561","","0.7682","","0.0378","","-0.4049","","0.2234","","01/01/2015","12/31/2016","-0.0773","","No",""
"CANYON VISTA MEDICAL CENTER","030043","AZ","2018","0.8533","","07/01/2014","09/30/2015","0.8533","","-0.1398","","-0.6231","","-0.4512","","0.3208","","-0.5135","","0.5682","","01/01/2015","12/31/2016","0.0092","","No",""
"KINGMAN REGIONAL MEDICAL CENTER","030055","AZ","2018","-0.1240","","07/01/2014","09/30/2015","-0.1240","","1.3642","","0.7706","","1.0038","","2.1044","","2.2236","","0.7189","","01/01/2015","12/31/2016","1.1410","","Yes",""
"BANNER BOSWELL MEDICAL CENTER","030061","AZ","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.3782","","-0.6789","","-0.6634","","0.1933","","-0.0714","","-0.6705","","01/01/2015","12/31/2016","-0.5782","","No",""
"SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","030062","AZ","2018","-1.4717","","07/01/2014","09/30/2015","-1.4717","","-0.6589","","-0.6789","","0.2888","","-0.0408","","-1.4551","","-1.4086","","01/01/2015","12/31/2016","-0.7808","","No",""
"BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","030064","AZ","2018","1.8085","","07/01/2014","09/30/2015","1.8085","","1.3975","","0.7824","","0.8100","","2.1044","","1.3309","","1.9601","","01/01/2015","12/31/2016","1.4592","","Yes",""
"BANNER DESERT MEDICAL CENTER","030065","AZ","2018","-1.2887","","07/01/2014","09/30/2015","-1.2887","","-0.2587","","0.1126","","-0.6918","","0.6353","","-0.5259","","-0.8237","","01/01/2015","12/31/2016","-0.4132","","No",""
"MT. GRAHAM REGIONAL MEDICAL CENTER","030068","AZ","2018","-0.2437","","07/01/2014","09/30/2015","-0.2437","","-1.6027","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.6027","","01/01/2015","12/31/2016","-1.3988","","No",""
"HAVASU REGIONAL MEDICAL CENTER","030069","AZ","2018","-0.4321","","07/01/2014","09/30/2015","-0.4321","","0.2734","","-1.5110","","-0.9908","","0.7348","","2.2236","","0.9104","","01/01/2015","12/31/2016","0.1676","","No",""
"FORT DEFIANCE INDIAN HOSPITAL","030071","AZ","2018","-0.1332","","07/01/2014","09/30/2015","-0.1332","","0.6244","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","0.6244","","01/01/2015","12/31/2016","0.5108","","Yes",""
"TUBA CITY REGIONAL HEALTH CARE CORPORATION","030073","AZ","2018","1.2793","","07/01/2014","09/30/2015","1.2793","","-1.3582","","-1.5110","","-1.5254","","Not Available","5","Not Available","5","-1.0382","","01/01/2015","12/31/2016","-0.9626","","No",""
"SELLS HOSPITAL","030074","AZ","2018","0.0017","","07/01/2014","09/30/2015","0.0017","","2.1265","18","2.1946","18","2.1498","18","2.1044","18","2.2236","18","1.9601","18","01/01/2015","12/31/2016","1.8078","","Yes",""
"SAN CARLOS APACHE HEALTHCARE CORP","030077","AZ","2018","0.0073","","07/01/2014","09/30/2015","0.0073","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","0.0073","","No",""
"PHOENIX INDIAN MEDICAL CENTER","030078","AZ","2018","-0.0424","","07/01/2014","09/30/2015","-0.0424","","1.3562","","Not Available","5","Not Available","5","0.7523","","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.1464","","Yes",""
"ABRAZO SCOTTSDALE CAMPUS","030083","AZ","2018","0.2714","","07/01/2014","09/30/2015","0.2714","","0.5317","","-0.8396","","-0.0169","","0.0640","","2.2236","","1.2271","","01/01/2015","12/31/2016","0.4926","","Yes",""
"CHINLE COMPREHENSIVE HEALTH CARE FACILITY","030084","AZ","2018","-0.0708","","07/01/2014","09/30/2015","-0.0708","","1.3318","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","1.3318","","01/01/2015","12/31/2016","1.1214","","Yes",""
"NORTHWEST MEDICAL CENTER","030085","AZ","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","0.0319","","0.0298","","0.5127","","-0.3552","","-0.1846","","0.1570","","01/01/2015","12/31/2016","-0.2296","","No",""
"HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER","030087","AZ","2018","0.2478","","07/01/2014","09/30/2015","0.2478","","0.0882","","0.7587","","-0.4245","","-0.4565","","0.0434","","0.5197","","01/01/2015","12/31/2016","0.1121","","No",""
"BANNER BAYWOOD MEDICAL CENTER","030088","AZ","2018","1.9527","","07/01/2014","09/30/2015","1.9527","","-0.4945","","-0.9004","","-0.7035","","-0.0775","","-0.1691","","-0.6219","","01/01/2015","12/31/2016","-0.1274","","No",""
"BANNER THUNDERBIRD MEDICAL CENTER","030089","AZ","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","-0.2007","","-0.1360","","-0.7302","","1.0825","","-0.6081","","-0.6117","","01/01/2015","12/31/2016","0.1784","","No",""
"HONORHEALTH DEER VALLEY MEDICAL CENTER","030092","AZ","2018","0.4662","","07/01/2014","09/30/2015","0.4662","","1.1235","","1.6111","","0.9353","","2.1044","","0.1969","","0.7700","","01/01/2015","12/31/2016","1.0249","","Yes",""
"BANNER DEL E. WEBB MEDICAL CENTER","030093","AZ","2018","-0.5083","","07/01/2014","09/30/2015","-0.5083","","-0.3632","","-0.4793","","-1.1562","","-0.1683","","0.4157","","-0.4278","","01/01/2015","12/31/2016","-0.3850","","No",""
"ARROWHEAD HOSPITAL","030094","AZ","2018","-0.1156","","07/01/2014","09/30/2015","-0.1156","","-0.2372","","-0.2425","","-0.6383","","-0.0023","","-0.1815","","-0.1214","","01/01/2015","12/31/2016","-0.2190","","No",""
"WESTERN ARIZONA REGIONAL MEDICAL CENTER","030101","AZ","2018","-1.0632","","07/01/2014","09/30/2015","-1.0632","","-0.4809","","-1.5110","","-0.8655","","1.4283","","-1.4551","","-0.0013","","01/01/2015","12/31/2016","-0.5683","","No",""
"MAYO CLINIC HOSPITAL","030103","AZ","2018","-1.0357","","07/01/2014","09/30/2015","-1.0357","","-0.1281","","-0.5165","","-0.4846","","0.4885","","-0.3692","","0.2413","","01/01/2015","12/31/2016","-0.2642","","No",""
"BANNER HEART HOSPITAL","030105","AZ","2018","-0.5078","","07/01/2014","09/30/2015","-0.5078","","0.2312","","-0.9055","","0.5862","","Not Available","5","2.2236","","-0.9795","","01/01/2015","12/31/2016","0.1203","","No",""
"ARIZONA SPINE AND JOINT HOSPITAL","030107","AZ","2018","-0.4678","","07/01/2014","09/30/2015","-0.4678","","Not Available","4","Not Available","4","Not Available","4","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","Not Available","4","No",""
"THE SURGICAL HOSPITAL OF PHOENIX","030108","AZ","2018","-1.0145","","07/01/2014","09/30/2015","-1.0145","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-1.0145","","No",""
"ABRAZO WEST CAMPUS","030110","AZ","2018","0.4002","","07/01/2014","09/30/2015","0.4002","","-1.0399","","-1.1863","","-1.3951","","-1.4872","","-1.0300","","-0.1009","","01/01/2015","12/31/2016","-0.8239","","No",""
"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","030111","AZ","2018","1.1856","","07/01/2014","09/30/2015","1.1856","","-0.0908","","-0.9427","","-0.1773","","1.8546","","-0.8144","","-0.3742","","01/01/2015","12/31/2016","0.1007","","No",""
"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL","030112","AZ","2018","-0.9338","","07/01/2014","09/30/2015","-0.9338","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.9338","","No",""
"WHITERIVER PHS INDIAN HOSPITAL","030113","AZ","2018","-0.0209","","07/01/2014","09/30/2015","-0.0209","","-1.9602","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","-1.6693","","No",""
"ORO VALLEY HOSPITAL","030114","AZ","2018","-0.4277","","07/01/2014","09/30/2015","-0.4277","","-0.2572","","-0.8125","","-0.3426","","-0.7482","","Not Available","5","0.8747","","01/01/2015","12/31/2016","-0.2828","","No",""
"BANNER ESTRELLA MEDICAL CENTER","030115","AZ","2018","0.7501","","07/01/2014","09/30/2015","0.7501","","-0.7039","","0.1397","","-1.1979","","-0.1194","","-1.2193","","-1.1225","","01/01/2015","12/31/2016","-0.4858","","No",""
"VALLEY VIEW MEDICAL CENTER","030117","AZ","2018","0.2713","","07/01/2014","09/30/2015","0.2713","","-1.3207","","-1.5110","","-1.5254","","Not Available","5","Not Available","5","-0.9259","","01/01/2015","12/31/2016","-1.0819","","No",""
"MERCY GILBERT MEDICAL CENTER","030119","AZ","2018","-1.5151","","07/01/2014","09/30/2015","-1.5151","","-0.0612","","-0.3728","","-0.3092","","0.2090","","0.0635","","0.1034","","01/01/2015","12/31/2016","-0.2793","","No",""
"GILBERT HOSPITAL","030120","AZ","2018","1.1759","","07/01/2014","09/30/2015","1.1759","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","1.1759","","Yes",""
"MOUNTAIN VISTA MEDICAL CENTER, LP","030121","AZ","2018","0.6976","","07/01/2014","09/30/2015","0.6976","","-0.1707","","-1.0205","","-0.8037","","0.6772","","-0.2389","","0.5325","","01/01/2015","12/31/2016","-0.0405","","No",""
"BANNER GATEWAY MEDICAL CENTER","030122","AZ","2018","-1.2181","","07/01/2014","09/30/2015","-1.2181","","0.5630","","-0.4844","","0.5862","","-0.3604","","1.5170","","1.5566","","01/01/2015","12/31/2016","0.2958","","No",""
"SCOTTSDALE THOMPSON PEAK MEDICAL CENTER","030123","AZ","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","0.2127","","-0.4573","","1.1491","","1.7463","","-1.4551","","0.0804","","01/01/2015","12/31/2016","-0.0760","","No",""
"BANNER IRONWOOD MEDICAL CENTER","030130","AZ","2018","-0.2861","","07/01/2014","09/30/2015","-0.2861","","0.7943","","Not Available","5","Not Available","5","0.5811","","Not Available","5","1.0075","","01/01/2015","12/31/2016","0.6322","","Yes",""
"O.A.S.I.S. HOSPITAL","030131","AZ","2018","-1.6551","","07/01/2014","09/30/2015","-1.6551","","-1.5254","","Not Available","5","-1.5254","","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-1.5448","","No",""
"FLORENCE HOSPITAL AT ANTHEM, LLC","030132","AZ","2018","-0.0099","","07/01/2014","09/30/2015","-0.0099","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.0099","","No",""
"BANNER GOLDFIELD MEDICAL CENTER","030134","AZ","2018","0.1904","","07/01/2014","09/30/2015","0.1904","","-1.7942","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.7942","","01/01/2015","12/31/2016","-1.4965","","No",""
"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","030136","AZ","2018","Not Available","5","07/01/2014","09/30/2015","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","Not Available","5","No",""
"GREEN VALLEY HOSPITAL","030137","AZ","2018","Not Available","5","07/01/2014","09/30/2015","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","Not Available","5","No",""
"SILOAM SPRINGS REGIONAL HOSPITAL","040001","AR","2018","-0.1765","","07/01/2014","09/30/2015","-0.1765","","0.3185","","Not Available","5","Not Available","5","2.1044","","Not Available","5","-1.4673","","01/01/2015","12/31/2016","0.2443","","No",""
"JOHNSON REGIONAL MEDICAL CENTER","040002","AR","2018","-0.3827","","07/01/2014","09/30/2015","-0.3827","","-0.7633","","Not Available","5","-0.5598","","Not Available","5","Not Available","5","-0.9667","","01/01/2015","12/31/2016","-0.7062","","No",""
"WASHINGTON REGIONAL MEDICAL CENTER","040004","AR","2018","0.3476","","07/01/2014","09/30/2015","0.3476","","-0.0483","","0.4407","","0.4341","","-0.5212","","-0.0885","","-0.5070","","01/01/2015","12/31/2016","0.0110","","No",""
"CHI-ST VINCENT INFIRMARY","040007","AR","2018","0.8320","","07/01/2014","09/30/2015","0.8320","","0.7300","","2.1946","","1.4548","","0.4850","","0.9012","","-1.3856","","01/01/2015","12/31/2016","0.7453","","Yes",""
"MERCY HOSPITAL NORTHWEST ARKANSAS","040010","AR","2018","-1.7058","","07/01/2014","09/30/2015","-1.7058","","-0.2546","","-0.0649","","0.0282","","-0.3133","","-0.5616","","-0.3614","","01/01/2015","12/31/2016","-0.4723","","No",""
"CHAMBERS MEMORIAL HOSPITAL","040011","AR","2018","-0.0864","","07/01/2014","09/30/2015","-0.0864","","-1.9602","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","-1.6792","","No",""
"WHITE COUNTY MEDICAL CENTER","040014","AR","2018","-0.8518","","07/01/2014","09/30/2015","-0.8518","","-0.9885","","-0.4945","","-1.2982","","-1.4872","","-0.7881","","-0.8748","","01/01/2015","12/31/2016","-0.9680","","No",""
"MENA REGIONAL HEALTH SYSTEM","040015","AR","2018","-0.0829","","07/01/2014","09/30/2015","-0.0829","","-1.9602","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","-1.6786","","No",""
"UAMS MEDICAL CENTER","040016","AR","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","-0.1595","","-0.6451","","0.2754","","-0.7500","","-0.6035","","0.9258","","01/01/2015","12/31/2016","0.2135","","No",""
"NORTH ARKANSAS REGIONAL MEDICAL CENTER","040017","AR","2018","-1.2995","","07/01/2014","09/30/2015","-1.2995","","-0.0306","","Not Available","5","Not Available","5","0.5200","","Not Available","5","-0.5811","","01/01/2015","12/31/2016","-0.2209","","No",""
"SPARKS MEDICAL CENTER VAN BUREN","040018","AR","2018","-0.3417","","07/01/2014","09/30/2015","-0.3417","","1.9601","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.6148","","Yes",""
"FORREST CITY MEDICAL CENTER","040019","AR","2018","1.2533","","07/01/2014","09/30/2015","1.2533","","-0.8378","","Not Available","5","0.1201","","-0.6731","","Not Available","5","-1.9602","","01/01/2015","12/31/2016","-0.5241","","No",""
"ST BERNARDS MEDICAL CENTER","040020","AR","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","0.3087","","0.9498","","0.7850","","-0.2452","","1.0361","","-0.9821","","01/01/2015","12/31/2016","0.6114","","Yes",""
"NORTHWEST MEDICAL CENTER-SPRINGDALE","040022","AR","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.0914","","0.4475","","0.0867","","0.4676","","-1.1588","","-0.3001","","01/01/2015","12/31/2016","-0.3345","","No",""
"ST VINCENT HOT SPRINGS","040026","AR","2018","1.5479","","07/01/2014","09/30/2015","1.5479","","0.4084","","0.0687","","0.8852","","0.0448","","0.7507","","0.2924","","01/01/2015","12/31/2016","0.5793","","Yes",""
"BAXTER REGIONAL MEDICAL CENTER","040027","AR","2018","1.3419","","07/01/2014","09/30/2015","1.3419","","0.2144","","1.7363","","0.2721","","-0.9439","","0.3971","","-0.3895","","01/01/2015","12/31/2016","0.3835","","Yes",""
"CONWAY REGIONAL MEDICAL CENTER","040029","AR","2018","0.2607","","07/01/2014","09/30/2015","0.2607","","-0.0187","","1.3524","","-1.3132","","-1.1780","","1.0749","","-0.0294","","01/01/2015","12/31/2016","0.0232","","No",""
"BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","040036","AR","2018","-0.6728","","07/01/2014","09/30/2015","-0.6728","","0.2430","","0.0940","","0.7532","","0.7855","","0.3598","","-0.7777","","01/01/2015","12/31/2016","0.1056","","No",""
"ARKANSAS METHODIST MEDICAL CENTER","040039","AR","2018","0.2443","","07/01/2014","09/30/2015","0.2443","","-0.2609","","-0.0058","","0.6881","","-0.6347","","-0.3599","","-0.9923","","01/01/2015","12/31/2016","-0.1851","","No",""
"ST MARYS REGIONAL MEDICAL CENTER","040041","AR","2018","-0.3879","","07/01/2014","09/30/2015","-0.3879","","-0.3860","","0.4340","","-1.1963","","-0.9544","","0.7150","","-0.9284","","01/01/2015","12/31/2016","-0.3863","","No",""
"FIVE RIVERS MEDICAL CENTER","040047","AR","2018","-0.0435","","07/01/2014","09/30/2015","-0.0435","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.0435","","No",""
"OUACHITA COUNTY MEDICAL CENTER","040050","AR","2018","-0.0120","","07/01/2014","09/30/2015","-0.0120","","-0.4991","","Not Available","5","-0.7469","","0.0221","","Not Available","5","-0.7726","","01/01/2015","12/31/2016","-0.4261","","No",""
"DREW MEMORIAL HOSPITAL","040051","AR","2018","-0.1275","","07/01/2014","09/30/2015","-0.1275","","-1.0136","","Not Available","5","-1.5254","","Not Available","5","Not Available","5","-0.5019","","01/01/2015","12/31/2016","-0.8807","","No",""
"SPARKS REGIONAL MEDICAL CENTER","040055","AR","2018","1.5565","","07/01/2014","09/30/2015","1.5565","","-0.0737","","0.0923","","-0.7670","","-0.4094","","0.8826","","-0.1673","","01/01/2015","12/31/2016","0.1708","","No",""
"MERCY HOSPITAL FORT SMITH","040062","AR","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.1810","","-0.5165","","-0.3694","","-0.0163","","-0.2234","","0.2209","","01/01/2015","12/31/2016","-0.4106","","No",""
"MAGNOLIA HOSPITAL","040067","AR","2018","0.2304","","07/01/2014","09/30/2015","0.2304","","-1.0111","","Not Available","5","-0.5064","","Not Available","5","Not Available","5","-1.5158","","01/01/2015","12/31/2016","-0.8249","","No",""
"GREAT RIVER MEDICAL CENTER","040069","AR","2018","0.1405","","07/01/2014","09/30/2015","0.1405","","1.9601","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.6872","","Yes",""
"JEFFERSON REGIONAL MEDICAL CENTER","040071","AR","2018","0.6465","","07/01/2014","09/30/2015","0.6465","","-0.6192","","-0.1191","","-0.6116","","-1.2531","","-0.7431","","-0.3691","","01/01/2015","12/31/2016","-0.4293","","No",""
"BAPTIST HEALTH MEDICAL CENTER-STUTTGART","040072","AR","2018","-0.1241","","07/01/2014","09/30/2015","-0.1241","","-1.4188","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.4188","","01/01/2015","12/31/2016","-1.2246","","No",""
