Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","ANCHORAGE","AK","99508","Anchorage","0.850916","0.873053","0.847815","0.882622","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.870070","0.882178","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.865012","0.877884","0 out of 10","3 out of 9","3 out of 10"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","SOLDOTNA","AK","99669","Kenai Peninsula","0.850916","0.873053","0.844096","0.862277","Not Available","Not Available","Not Available","0.883421","0.907656","0.885681","0.886988","2 out of 10","0 out of 9","2 out of 10","0.882860","0.907900","0.887826","0.874518","0 out of 10","0 out of 9","0 out of 10"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","ANCHORAGE","AK","99508","Anchorage","0.850916","0.873053","0.845122","0.859809","4 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.865869","0.883193","0 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.873891","0.889079","3 out of 10","4 out of 9","4 out of 10"
"030001","ABRAZO MARYVALE CAMPUS","5102 WEST CAMPBELL AVENUE","PHOENIX","AZ","85031","Maricopa","0.850916","0.873053","0.849031","0.863496","Not Available","Not Available","Not Available","0.883421","0.907656","0.884321","0.884657","Not Available","Not Available","Not Available","0.882860","0.907900","0.893397","0.890394","Not Available","Not Available","Not Available"
"030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX","1111 EAST MCDOWELL ROAD","PHOENIX","AZ","85006","Maricopa","0.850916","0.873053","0.862957","0.872973","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.894739","0.890868","3 out of 10","0 out of 9","3 out of 10","0.882860","0.907900","0.889398","0.898978","6 out of 10","5 out of 9","6 out of 10"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","TUCSON","AZ","85712","Pima","0.850916","0.873053","0.854607","0.853864","2 out of 10","0 out of 9","2 out of 10","0.883421","0.907656","0.858939","0.872896","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.879140","0.896359","5 out of 10","5 out of 9","5 out of 10"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","COTTONWOOD","AZ","86326","Yavapai","0.850916","0.873053","0.826641","0.866915","7 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.897119","0.890094","3 out of 10","0 out of 9","3 out of 10","0.882860","0.907900","0.876868","0.892589","4 out of 10","5 out of 9","5 out of 10"
"030010","ST. MARY'S HOSPITAL","1601 WEST ST MARY'S ROAD","TUCSON","AZ","85745","Pima","0.850916","0.873053","0.827415","0.873891","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.880991","0.871534","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.901377","0.882474","0 out of 10","0 out of 9","0 out of 10"
"030011","ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","TUCSON","AZ","85711","Pima","0.850916","0.873053","0.831673","0.861196","5 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.898623","0.852533","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.856199","0.889028","3 out of 10","6 out of 9","6 out of 10"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ","86301","Yavapai","0.850916","0.873053","0.850929","0.853847","2 out of 10","1 out of 9","2 out of 10","0.883421","0.907656","0.876947","0.863953","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.883075","0.875069","0 out of 10","0 out of 9","0 out of 10"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","YUMA","AZ","85364","Yuma","0.850916","0.873053","0.879831","0.878194","10 out of 10","0 out of 9","10 out of 10","0.883421","0.907656","0.873525","0.880627","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.832177","0.875461","0 out of 10","5 out of 9","5 out of 10"
"030014","JOHN C. LINCOLN MEDICAL CENTER","250 EAST DUNLAP AVENUE","PHOENIX","AZ","85020","Maricopa","0.850916","0.873053","0.843400","0.858470","4 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.884366","0.857640","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.891923","0.908426","10 out of 10","9 out of 9","10 out of 10"
"030016","BANNER CASA GRANDE MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","CASA GRANDE","AZ","85222","","0.850916","0.873053","0.856199","0.876429","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.877950","0.892433","4 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.868003","0.891596","4 out of 10","5 out of 9","5 out of 10"
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","PHOENIX","AZ","85008","Maricopa","0.850916","0.873053","0.852790","0.865320","Not Available","Not Available","Not Available","0.883421","0.907656","0.887983","0.889462","Not Available","Not Available","Not Available","0.882860","0.907900","0.890483","0.890119","Not Available","Not Available","Not Available"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","FLAGSTAFF","AZ","86001","Coconino","0.850916","0.873053","0.870084","0.876254","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.864530","0.895665","5 out of 10","7 out of 9","7 out of 10","0.882860","0.907900","0.903100","0.903143","8 out of 10","0 out of 9","8 out of 10"
"030024","ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","PHOENIX","AZ","85013","Maricopa","0.850916","0.873053","0.838729","0.869398","8 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.887680","0.902042","7 out of 10","7 out of 9","7 out of 10","0.882860","0.907900","0.877598","0.888217","2 out of 10","3 out of 9","3 out of 10"
"030030","ABRAZO CENTRAL CAMPUS","2000 WEST BETHANY HOME ROAD","PHOENIX","AZ","85015","Maricopa","0.850916","0.873053","0.846360","0.851369","1 out of 10","1 out of 9","1 out of 10","0.883421","0.907656","0.892407","0.894780","5 out of 10","1 out of 9","5 out of 10","0.882860","0.907900","0.847005","0.900869","7 out of 10","8 out of 9","8 out of 10"
"030033","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","Gila","0.850916","0.873053","0.856815","0.875439","10 out of 10","Not Available","10 out of 10","0.883421","0.907656","0.878389","0.873521","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.870180","0.897032","6 out of 10","7 out of 9","7 out of 10"
"030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","CHANDLER","AZ","85224","Maricopa","0.850916","0.873053","0.849703","0.868480","8 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.877557","0.905713","9 out of 10","9 out of 9","9 out of 10","0.882860","0.907900","0.882539","0.891580","4 out of 10","3 out of 9","4 out of 10"
"030037","ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","PHOENIX","AZ","85006","Maricopa","0.850916","0.873053","0.849634","0.853141","1 out of 10","1 out of 9","1 out of 10","0.883421","0.907656","0.897711","0.871927","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.874654","0.883098","1 out of 10","2 out of 9","2 out of 10"
"030038","SCOTTSDALE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","SCOTTSDALE","AZ","85251","Maricopa","0.850916","0.873053","0.853954","0.857451","3 out of 10","1 out of 9","3 out of 10","0.883421","0.907656","0.896197","0.901774","7 out of 10","4 out of 9","7 out of 10","0.882860","0.907900","0.878307","0.881625","0 out of 10","1 out of 9","1 out of 10"
"030043","CANYON VISTA MEDICAL CENTER","5700 EAST HIGHWAY 90","SIERRA VISTA","AZ","85635","Cochise","0.850916","0.873053","0.840240","0.861241","5 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.886928","0.868817","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.888146","0.885313","1 out of 10","0 out of 9","1 out of 10"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","KINGMAN","AZ","86409","Mohave","0.850916","0.873053","0.835886","0.849547","0 out of 10","3 out of 9","3 out of 10","0.883421","0.907656","0.899448","0.874196","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.875500","0.898355","6 out of 10","7 out of 9","7 out of 10"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","SUN CITY","AZ","85351","Maricopa","0.850916","0.873053","0.852430","0.876130","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.878162","0.895299","5 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.888283","0.915710","10 out of 10","9 out of 9","10 out of 10"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 EAST SHOW LOW LAKE ROAD","SHOW LOW","AZ","85901","Navajo","0.850916","0.873053","0.858077","0.863948","6 out of 10","3 out of 9","6 out of 10","0.883421","0.907656","0.877415","0.891217","3 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.881273","0.889607","3 out of 10","3 out of 9","3 out of 10"
"030064","BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","1501 NORTH CAMPBELL AVENUE","TUCSON","AZ","85724","Pima","0.850916","0.873053","0.871252","0.878356","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.893367","0.901254","7 out of 10","5 out of 9","7 out of 10","0.882860","0.907900","0.896306","0.896786","6 out of 10","0 out of 9","6 out of 10"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","MESA","AZ","85202","Maricopa","0.850916","0.873053","0.852346","0.873151","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.894033","0.895079","5 out of 10","0 out of 9","5 out of 10","0.882860","0.907900","0.897981","0.905585","9 out of 10","7 out of 9","9 out of 10"
"030068","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","SAFFORD","AZ","85546","Graham","0.850916","0.873053","0.844974","0.861708","Not Available","Not Available","Not Available","0.883421","0.907656","0.846515","0.883549","Not Available","Not Available","Not Available","0.882860","0.907900","0.885551","0.877906","0 out of 10","0 out of 9","0 out of 10"
"030069","HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","LAKE HAVASU CITY","AZ","86403","Mohave","0.850916","0.873053","0.822554","0.851141","1 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.880387","0.870835","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.852321","0.898825","6 out of 10","8 out of 9","8 out of 10"
"030071","FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","FORT DEFIANCE","AZ","86504","Apache","0.850916","0.873053","0.850559","0.863356","Not Available","Not Available","Not Available","0.883421","0.907656","0.888132","0.882316","Not Available","Not Available","Not Available","0.882860","0.907900","0.894192","0.892897","4 out of 10","0 out of 9","4 out of 10"
"030073","TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","TUBA CITY","AZ","86045","Coconino","0.850916","0.873053","0.853278","0.864334","Not Available","Not Available","Not Available","0.883421","0.907656","0.891338","0.891921","4 out of 10","0 out of 9","4 out of 10","0.882860","0.907900","0.892573","0.894996","5 out of 10","1 out of 9","5 out of 10"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","PHOENIX","AZ","85016","Maricopa","0.850916","0.873053","Not Available","Not Available","Not Available","Not Available","Not Available","0.883421","0.907656","0.886712","Not Available","Not Available","Not Available","Not Available","0.882860","0.907900","0.891054","0.884273","Not Available","Not Available","Not Available"
"030083","ABRAZO SCOTTSDALE CAMPUS","3929 EAST BELL ROAD","PHOENIX","AZ","85032","Maricopa","0.850916","0.873053","0.850932","0.867489","7 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.865108","0.890115","3 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.878799","0.890889","3 out of 10","4 out of 9","4 out of 10"
"030084","CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD","CHINLE","AZ","86503","Apache","0.850916","0.873053","0.857041","0.868165","Not Available","Not Available","Not Available","0.883421","0.907656","0.891083","0.888351","Not Available","Not Available","Not Available","0.882860","0.907900","0.890780","0.878571","0 out of 10","0 out of 9","0 out of 10"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","TUCSON","AZ","85741","Pima","0.850916","0.873053","0.829485","0.840551","0 out of 10","2 out of 9","2 out of 10","0.883421","0.907656","0.865548","0.863890","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.860914","0.887425","2 out of 10","5 out of 9","5 out of 10"
"030087","SCOTTSDALE SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","SCOTTSDALE","AZ","85260","Maricopa","0.850916","0.873053","0.859295","0.870138","8 out of 10","7 out of 9","8 out of 10","0.883421","0.907656","0.909440","0.888468","2 out of 10","0 out of 9","2 out of 10","0.882860","0.907900","0.891378","0.898668","6 out of 10","4 out of 9","6 out of 10"
"030088","BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","MESA","AZ","85206","Maricopa","0.850916","0.873053","0.838832","0.865421","6 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.871351","0.898567","6 out of 10","7 out of 9","7 out of 10","0.882860","0.907900","0.901495","0.901741","7 out of 10","0 out of 9","7 out of 10"
"030089","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ","85306","Maricopa","0.850916","0.873053","0.841050","0.874913","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.906413","0.888427","2 out of 10","0 out of 9","2 out of 10","0.882860","0.907900","0.915394","0.902262","7 out of 10","0 out of 9","7 out of 10"
"030092","HONORHEALTH DEER VALLEY MEDICAL CENTER","19829 NORTH 27TH AVENUE","PHOENIX","AZ","85027","Maricopa","0.850916","0.873053","0.861920","0.864190","6 out of 10","2 out of 9","6 out of 10","0.883421","0.907656","0.889844","0.885420","1 out of 10","0 out of 9","1 out of 10","0.882860","0.907900","0.899847","0.890059","3 out of 10","0 out of 9","3 out of 10"
"030093","BANNER DEL E. WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD","SUN CITY WEST","AZ","85375","Maricopa","0.850916","0.873053","0.861370","0.866395","7 out of 10","4 out of 9","7 out of 10","0.883421","0.907656","0.876900","0.867382","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.877743","0.882136","0 out of 10","1 out of 9","1 out of 10"
"030094","ABRAZO ARROWHEAD CAMPUS","18701 NORTH 67TH AVENUE","GLENDALE","AZ","85308","Maricopa","0.850916","0.873053","0.851379","0.861586","5 out of 10","4 out of 9","5 out of 10","0.883421","0.907656","0.879572","0.877781","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.882712","0.901664","7 out of 10","7 out of 9","7 out of 10"
"030101","WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD","BULLHEAD CITY","AZ","86442","Mohave","0.850916","0.873053","0.845730","0.863235","6 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.877080","0.869146","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.873914","0.897182","6 out of 10","6 out of 9","6 out of 10"
"030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX","AZ","85054","Maricopa","0.850916","0.873053","0.865823","0.890458","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.902620","0.907522","9 out of 10","9 out of 9","9 out of 10","0.882860","0.907900","0.923121","0.921351","10 out of 10","0 out of 9","10 out of 10"
"030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","MESA","AZ","85206","Maricopa","0.850916","0.873053","0.854735","0.875224","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.902810","0.908798","10 out of 10","9 out of 9","10 out of 10","0.882860","0.907900","0.862591","0.892015","Not Available","Not Available","Not Available"
"030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","GOODYEAR","AZ","85395","Maricopa","0.850916","0.873053","0.838648","0.866205","7 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.877762","0.881730","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.886267","0.894540","5 out of 10","3 out of 9","5 out of 10"
"030111","BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","2800 EAST AJO WAY","TUCSON","AZ","85713","Pima","0.850916","0.873053","0.842557","0.866147","7 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.878681","0.883243","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.891002","0.896010","5 out of 10","2 out of 9","5 out of 10"
"030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","ORO VALLEY","AZ","85755","Pima","0.850916","0.873053","0.850871","0.870500","8 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.876153","0.883379","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.903968","0.875610","0 out of 10","0 out of 9","0 out of 10"
"030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","PHOENIX","AZ","85037","Maricopa","0.850916","0.873053","0.849667","0.860322","4 out of 10","4 out of 9","4 out of 10","0.883421","0.907656","0.889778","0.912274","10 out of 10","9 out of 9","10 out of 10","0.882860","0.907900","0.894036","0.889554","3 out of 10","0 out of 9","3 out of 10"
"030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","FORT MOHAVE","AZ","86426","Mohave","0.850916","0.873053","0.853731","0.874442","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.880371","0.896069","5 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.875473","0.887223","2 out of 10","3 out of 9","3 out of 10"
"030119","MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE","GILBERT","AZ","85296","Maricopa","0.850916","0.873053","0.861686","0.871423","9 out of 10","8 out of 9","9 out of 10","0.883421","0.907656","0.902391","0.891899","4 out of 10","0 out of 9","4 out of 10","0.882860","0.907900","0.900416","0.912157","10 out of 10","9 out of 9","10 out of 10"
"030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","MESA","AZ","85209","Maricopa","0.850916","0.873053","0.843729","0.832343","0 out of 10","0 out of 9","0 out of 10","0.883421","0.907656","0.870260","0.897418","6 out of 10","7 out of 9","7 out of 10","0.882860","0.907900","0.897095","0.894692","5 out of 10","0 out of 9","5 out of 10"
"030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","GILBERT","AZ","85234","Maricopa","0.850916","0.873053","0.854593","0.871560","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.873480","0.865403","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.904793","0.897417","6 out of 10","0 out of 9","6 out of 10"
