"Provider_Number","Hospital_Name","Address","City","State","ZIP_Code","County_Name","FUH_Measure_Description","FUH-30_%","FUH-30_Numerator","FUH-30_Denominator","FUH-30_Footnote","FUH-7_%","FUH-7_Numerator","FUH-7_Denominator","FUH-7_Footnote","FUH_Measure_Start_Date","FUH_Measure_End_Date"
"040084","SALINE MEMORIAL HOSPITAL","1 MEDICAL PARK DR","BENTON","AR","72015","Saline","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.03","16","39","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"040114","BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE 630 EXIT 7","LITTLE ROCK","AR","72205","Pulaski","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","53.85","21","39","","33.33","13","39","","07/01/2015","06/30/2016"
"040119","WHITE RIVER MEDICAL CENTER","PO BOX 2197","BATESVILLE","AR","-2197","Independence","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","56.67","17","30","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"040132","LEVI HOSPITAL","300 PROSPECT AVE","HOT SPRINGS","AR","71901","Garland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.02","97","202","","26.24","53","202","","07/01/2015","06/30/2016"
"040153","WADLEY REGIONAL MEDICAL CENTER AT HOPE","2001 SOUTH MAIN","HOPE","AR","71801","Hempstead","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"041302","RIVER VALLEY MEDICAL CENTER","200 N 3RD ST","DARDANELLE","AR","72834","Yell","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","65.63","21","32","","43.75","14","32","","07/01/2015","06/30/2016"
"041323","ASHLEY COUNTY MEDICAL CENTER","1015 UNITY RD PO BOX 400","CROSSETT","AR","71635","Ashley","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","88.00","22","25","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"041327","BRADLEY COUNTY MEDICAL CENTER","404 S BRADLEY ST","WARREN","AR","71671","Bradley","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"044004","VISTA HEALTH FAYETTEVILLE","4253 N CROSSOVER RD PO BOX 9240","FAYETTEVILLE","AR","72703","Washington","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","52.08","75","144","","29.17","42","144","","07/01/2015","06/30/2016"
"044005","BRIDGEWAY HOSPITAL","21 BRIDGEWAY RD","NORTH LITTLE ROCK","AR","72118","Pulaski","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","49.89","226","453","","22.30","101","453","","07/01/2015","06/30/2016"
"044006","VALLEY BEHAVIORAL HEALTH SYSTEM","10301 MAYO RD","BARLING","AR","72923","Sebastian","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","44.33","86","194","","23.71","46","194","","07/01/2015","06/30/2016"
"044007","RIVENDELL BEHAVIORAL HEALTH SERVICES","100 RIVENDELL DR","BENTON","AR","72019","Saline","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.11","74","180","","23.33","42","180","","07/01/2015","06/30/2016"
"044011","ARKANSAS STATE HOSPITAL","305 S PALM STREET","LITTLE ROCK","AR","72205","Pulaski","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.11","23","45","","35.56","16","45","","07/01/2015","06/30/2016"
"044017","UNITED METHODIST BEHAVIORAL HOSPITAL","1601 MURPHY DR","MAUMELLE","AR","72113","Pulaski","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"044019","SPRINGWOODS BEHAVIORAL HEALTH SERVICES","1955 WEST TRUCKER'S DRIVE","FAYETTEVILLE","AR","72704","Washington","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","44.74","68","152","","28.95","44","152","","07/01/2015","06/30/2016"
"044020","RIVERVIEW BEHAVIORAL HEALTH","701 ARKANSAS BOULEVARD SUITE 300","TEXARKANA","AR","71854","Miller","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","33.85","22","65","","18.46","12","65","","07/01/2015","06/30/2016"
"044021","WOODRIDGE BEHAVIORAL CENTER","600 NORTH 7TH STREET","WEST MEMPHIS","AR","72301","Crittenden","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"050007","PENINSULA MEDICAL CENTER","1501 TROUSDALE DRIVE","BURLINGAME","CA","94010","San Mateo","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","61.54","48","78","","53.85","42","78","","07/01/2015","06/30/2016"
"050013","ST HELENA HOSPITAL","10 WOODLAND ROAD","SAINT HELENA","CA","94574","Napa","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","59.46","22","37","","43.24","16","37","","07/01/2015","06/30/2016"
"050024","PARADISE VALLEY HOSPITAL","2400 EAST FOURTH STREET","NATIONAL CITY","CA","91950","San Diego","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","67.20","127","189","","49.21","93","189","","07/01/2015","06/30/2016"
"050025","UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92103","San Diego","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","52.63","40","76","","31.58","24","76","","07/01/2015","06/30/2016"
"050026","GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","LA MESA","CA","91942","San Diego","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","68.97","100","145","","50.34","73","145","","07/01/2015","06/30/2016"
"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","SAN JOSE","CA","95128","Santa Clara","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","36.96","17","46","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"050040","LAC/OLIVE VIEW-UCLA MEDICAL CENTER","14445 OLIVE VIEW DRIVE","SYLMAR","CA","91342","Los Angeles","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"050047","CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","9100 FOOTHILLS BLVD PO BOX 619091, C/O SUTTER SHARED SERVICES","ROSEVILLE","CA","95747","Placer","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","53.33","48","90","","30.00","27","90","","07/01/2015","06/30/2016"
"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","VISALIA","CA","93291","Tulare","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.44","92","222","","22.52","50","222","","07/01/2015","06/30/2016"
"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","ORANGE","CA","92868","Orange","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","53.01","88","166","","36.14","60","166","","07/01/2015","06/30/2016"
"050077","SCRIPPS MERCY HOSPITAL","4077 5TH AVE CORPORATE HEALTH INFORMATION","SAN DIEGO","CA","92103","San Diego","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","64.76","68","105","","45.71","48","105","","07/01/2015","06/30/2016"
"050078","PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST","SAN PEDRO","CA","90732","Los Angeles","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.33","43","75","","30.67","23","75","","07/01/2015","06/30/2016"
"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA","92411","San Bernardino","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","35.75","64","179","","16.76","30","179","","07/01/2015","06/30/2016"
"050113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","SAN MATEO","CA","94403","San Mateo","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","30.95","13","42","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY","ESCONDIDO","CA","92025","San Diego","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","58.62","34","58","","39.66","23","58","","07/01/2015","06/30/2016"
"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","NORTHRIDGE","CA","91325","Los Angeles","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.30","38","61","","39.34","24","61","","07/01/2015","06/30/2016"
"050124","USC VERDUGO HILLS HOSPITAL","1812 VERDUGO BLVD","GLENDALE","CA","91209","Los Angeles","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.00","23","46","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","WOODLAND","CA","95695","Yolo","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","26.62","37","139","","17.27","24","139","","07/01/2015","06/30/2016"
"050128","TRI-CITY MEDICAL CENTER","4002 VISTA WAY","OCEANSIDE","CA","92056","San Diego","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","56.00","56","100","","41.00","41","100","","07/01/2015","06/30/2016"
"050132","SAN GABRIEL VALLEY MEDICAL CENTER","438 W LAS TUNAS DRIVE","SAN GABRIEL","CA","91776","Los Angeles","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","46.88","30","64","","17.19","11","64","","07/01/2015","06/30/2016"
"050135","SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD","6245 DE LONGPRE AVE","HOLLYWOOD","CA","90028","Los Angeles","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.00","96","192","","26.04","50","192","","07/01/2015","06/30/2016"
"050145","COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","23625 W R HOLMAN HIGHWAY","MONTEREY","CA","93940","Monterey","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","66.92","89","133","","45.11","60","133","","07/01/2015","06/30/2016"
"050152","SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","SAN FRANCISCO","CA","94109","San Francisco","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","56.88","62","109","","40.37","44","109","","07/01/2015","06/30/2016"
"050158","ENCINO HOSPITAL MEDICAL CENTER","16237 VENTURA BLVD","ENCINO","CA","91436","Los Angeles","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.59","47","113","","16.81","19","113","","07/01/2015","06/30/2016"
"050205","EAST VALLEY GLENDORA HOSPITAL","150 WEST ROUTE 66","GLENDORA","CA","91740","Los Angeles","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","38.71","12","31","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"050228","SAN FRANCISCO GENERAL HOSPITAL","1001 POTRERO AVENUE, SUITE 2A5","SAN FRANCISCO","CA","94110","San Francisco","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","42.61","49","115","","25.22","29","115","","07/01/2015","06/30/2016"
"050239","GLENDALE ADVENTIST MEDICAL CENTER","1509 E WILSON TERRACE","GLENDALE","CA","91206","Los Angeles","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.09","70","137","","31.39","43","137","","07/01/2015","06/30/2016"
"050245","ARROWHEAD REGIONAL MEDICAL CENTER","400 NORTH PEPPER AVENUE","COLTON","CA","-1819","San Bernardino","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","25.43","44","173","","11.56","20","173","","07/01/2015","06/30/2016"
"050257","GOOD SAMARITAN HOSPITAL","901 OLIVE DRIVE","BAKERSFIELD","CA","93308","Kern","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","46.34","19","41","","31.71","13","41","","07/01/2015","06/30/2016"
"050272","REDLANDS COMMUNITY HOSPITAL","350 TERRACINA BLVD","REDLANDS","CA","92373","San Bernardino","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","37.50","18","48","","25.00","12","48","","07/01/2015","06/30/2016"
"050276","CONTRA COSTA REGIONAL MEDICAL CENTER","2500 ALHAMBRA AVENUE","MARTINEZ","CA","94553","Contra Costa","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","36.26","33","91","","19.78","18","91","","07/01/2015","06/30/2016"
