Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL","36535","Baldwin","0.964542","0.709498","1.201430","0.710882","9 out of 10","9 out of 9","9 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","0.000","0.624","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0.824","0.000","Not Available","1.543","0 out of 10","Not Available","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.805","0.004","0.488","0.703","2 out of 10","0 out of 9","2 out of 10","0.020408","0.000000","0.000000","0.016949","2 out of 10","0 out of 9","2 out of 10"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","Morgan","0.964542","0.709498","1.052222","0.733758","9 out of 10","9 out of 9","9 out of 10","0.369","0.000","0.477","0.000","10 out of 10","9 out of 9","10 out of 10","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","8 out of 10","0.824","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.710","0.000","1.540","1.957","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","1.217","0.740","1 out of 10","3 out of 9","3 out of 10","0.805","0.004","0.600","0.253","7 out of 10","5 out of 9","7 out of 10","0.020408","0.000000","0.113333","0.068966","0 out of 10","3 out of 9","3 out of 10"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","Fayette","0.964542","0.709498","0.883576","0.591520","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.750","0.524","4 out of 10","3 out of 9","4 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","Mobile","0.964542","0.709498","1.126578","0.627942","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.788","0.966","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.555","0.702","3 out of 10","5 out of 9","5 out of 10","0 out of 10","0.824","0.000","0.000","2.996","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","2.414","2.167","0 out of 10","1 out of 9","1 out of 10","0.805","0.004","0.617","0.831","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","Walker","0.964542","0.709498","0.742655","0.549897","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","1.203","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.824","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.534","0.891","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.830","0.802","1 out of 10","0 out of 9","1 out of 10","0.020408","0.000000","0.017857","0.011494","4 out of 10","3 out of 9","4 out of 10"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","Mobile","0.964542","0.709498","0.978684","0.656938","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.068","0.327","2 out of 10","0 out of 9","2 out of 10","0.906","0.000","0.468","0.349","6 out of 10","2 out of 9","6 out of 10","3 out of 10","0.824","0.000","1.068","1.792","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.767","0.000","1.742","0.845","0 out of 10","5 out of 9","5 out of 10","0.805","0.004","0.505","0.500","4 out of 10","0 out of 9","4 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","Clarke","0.964542","0.709498","0.972435","0.633010","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.020408","0.000000","0.019608","0.046512","0 out of 10","0 out of 9","0 out of 10"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","Tuscaloosa","0.964542","0.709498","1.203740","0.612862","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.343","0.786","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.240","0.340","6 out of 10","7 out of 9","7 out of 10","4 out of 10","0.824","0.000","1.638","0.872","0 out of 10","4 out of 9","4 out of 10","0.710","0.000","0.652","0.554","2 out of 10","1 out of 9","2 out of 10","0.767","0.000","0.917","0.773","0 out of 10","1 out of 9","1 out of 10","0.805","0.004","0.783","0.650","2 out of 10","1 out of 9","2 out of 10","0.020408","0.000000","0.021505","0.036364","0 out of 10","0 out of 9","0 out of 10"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","WETUMPKA","AL","36092","Elmore","0.964542","0.709498","0.928216","0.623456","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","AL","36426","Escambia","0.964542","0.709498","1.014413","0.640778","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.809","2.322","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.000000","0.022222","0 out of 10","0 out of 9","0 out of 10"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","AL","36532","Baldwin","0.964542","0.709498","1.431724","0.636113","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.182","5 out of 10","0 out of 9","5 out of 10","0.906","0.000","0.318","0.259","7 out of 10","1 out of 9","7 out of 10","3 out of 10","0.824","0.000","0.565","1.232","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.767","0.000","1.154","1.297","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.285","0.155","8 out of 10","4 out of 9","8 out of 10","0.020408","0.000000","0.068571","0.051613","0 out of 10","2 out of 9","2 out of 10"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","Talladega","0.964542","0.709498","0.911487","0.619910","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.000","0.308","6 out of 10","0 out of 9","6 out of 10","0.020408","0.000000","0.032258","0.000000","10 out of 10","9 out of 9","10 out of 10"
"010103","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","Jefferson","0.964542","0.709498","0.926600","0.658869","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.603","0.531","0 out of 10","1 out of 9","1 out of 10","0.906","0.000","0.810","0.707","2 out of 10","1 out of 9","2 out of 10","8 out of 10","0.824","0.000","0.170","0.177","8 out of 10","0 out of 9","8 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.798","1.253","0 out of 10","3 out of 9","3 out of 10","0.805","0.004","0.844","0.732","1 out of 10","1 out of 9","1 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"010104","GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY","BIRMINGHAM","AL","35243","Jefferson","0.964542","0.709498","1.389399","0.886455","3 out of 10","7 out of 9","7 out of 10","0.369","0.000","0.313","0.224","4 out of 10","2 out of 9","4 out of 10","0.906","0.000","0.699","0.337","6 out of 10","5 out of 9","6 out of 10","10 out of 10","0.824","0.000","0.232","0.000","10 out of 10","9 out of 9","10 out of 10","0.710","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.767","0.000","2.236","0.785","0 out of 10","6 out of 9","6 out of 10","0.805","0.004","0.746","0.301","6 out of 10","5 out of 9","6 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AL","36067","Autauga","0.964542","0.709498","0.946502","0.577004","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0 out of 10","0.824","0.000","Not Available","1.692","0 out of 10","Not Available","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.748","0.966","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"010112","BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","36732","Marengo","0.964542","0.709498","0.878178","0.584067","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.822","0.752","1 out of 10","0 out of 9","1 out of 10","0.020408","0.000000","0.100000","Not Available","Not Available","Not Available","Not Available"
"010113","MOBILE INFIRMARY MEDICAL CENTER","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL","36652","Mobile","0.964542","0.709498","1.118797","0.887406","3 out of 10","5 out of 9","5 out of 10","0.369","0.000","0.513","0.670","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.645","0.301","7 out of 10","5 out of 9","7 out of 10","4 out of 10","0.824","0.000","1.061","0.696","2 out of 10","3 out of 9","3 out of 10","0.710","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.767","0.000","1.441","1.093","0 out of 10","2 out of 9","2 out of 10","0.805","0.004","0.475","0.520","4 out of 10","0 out of 9","4 out of 10","0.020408","0.000000","0.046296","0.000000","10 out of 10","9 out of 9","10 out of 10"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","35021","Jefferson","0.964542","0.709498","1.747767","0.680700","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.871","1.585","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.432","0.337","6 out of 10","7 out of 9","7 out of 10","7 out of 10","0.824","0.000","0.871","0.222","7 out of 10","7 out of 9","7 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.233","3.296","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.590","0.383","5 out of 10","3 out of 9","5 out of 10","0.020408","0.000000","0.009615","0.000000","10 out of 10","9 out of 9","10 out of 10"
"010118","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","Dallas","0.964542","0.709498","1.178661","0.473641","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.877","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.521","4 out of 10","0 out of 9","4 out of 10","10 out of 10","0.824","0.000","1.405","0.000","10 out of 10","9 out of 9","10 out of 10","0.710","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.773","0.684","2 out of 10","1 out of 9","2 out of 10","0.020408","0.000000","0.019608","0.000000","10 out of 10","9 out of 9","10 out of 10"
"010120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE, BOX 886","MONROEVILLE","AL","36460","Monroe","0.964542","0.709498","0.990956","0.632029","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.427","0.562","3 out of 10","6 out of 9","6 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"010125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","Winston","0.964542","0.709498","1.010886","0.639709","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.991","0.247","7 out of 10","7 out of 9","7 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"010126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","Pike","0.964542","0.709498","0.817254","0.567143","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
