Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote, SUB-2/-2a_Measure_Description,SUB-2_%,SUB-2_Numerator,SUB-2_Denominator,SUB-2_Footnote ,SUB-2a_%,SUB-2a_Numerator,SUB-2a_Denominator,SUB-2a_Footnote , TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2a_Denominator,TOB-2a_Footnote,TOB-3/-3a_Measure_Description,TOB-3_%,TOB-3_Numerator,TOB-3_Denominator,TOB-3_Footnote,TOB-3a_%,TOB-3a_Numerator,TOB-3a_Denominator,TOB-3a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST ","BIRMINGHAM","AL","35211","Jefferson","Hours of physical-restraint use","0.00","0","30844","","Hours of seclusion","0.00","0","30844","","Patients discharged on multiple antipsychotic medications with appropriate justification","85.00%","17","20","","Alcohol Use Screening","98.73%","546","553","","Alcohol Use Brief Intervention Provided or Offered","85.71%","36","42","","76.19%","32","42","","Tobacco Use Screening","99.64%","559","561","","Tobacco Use Treatment (during the hospital stay)","87.50%","105","120","","75.00%","90","120","","Tobacco Use Treatment Provided or Offered at Discharge","81.08%","60","74","","79.73%","59","74","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","78.10%","214","274","","Healthcare Personnel Influenza Vaccination","93%","65","70","","10/01/2016","03/31/2017"
"010104","GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY ","BIRMINGHAM","AL","35243","Jefferson","Hours of physical-restraint use","0.02","1.5","3683","","Hours of seclusion","0.00","0","3683","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","100.00%","189","189","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","99.51%","204","205","","Tobacco Use Treatment (during the hospital stay)","100.00%","24","24","","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","100.00%","12","12","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","100.00%","125","125","","Healthcare Personnel Influenza Vaccination","70%","56","80","","10/01/2016","03/31/2017"
"010109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON DRIVE ","CARROLLTON","AL","35447","Pickens","Hours of physical-restraint use","0.00",".05","1590","","Hours of seclusion","0.00","0","1590","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","87.10%","27","31","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","80","80","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","97.67%","42","43","","Healthcare Personnel Influenza Vaccination","100%","24","24","","10/01/2016","03/31/2017"
"010110","BULLOCK COUNTY HOSPITAL","102 CONECUH AVENUE WEST ","UNION SPRINGS","AL","36089","Bullock","Hours of physical-restraint use","0.55","79","5948","","Hours of seclusion","0.01","1.3","5948","","Patients discharged on multiple antipsychotic medications with appropriate justification","18.45%","19","103","","Alcohol Use Screening","69.44%","359","517","","Alcohol Use Brief Intervention Provided or Offered","100.00%","159","159","","78.62%","125","159","","Tobacco Use Screening","68.85%","378","549","","Tobacco Use Treatment (during the hospital stay)","24.71%","42","170","","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","10.59%","18","170","","0.00%","0","170","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","13.00%","36","277","","Healthcare Personnel Influenza Vaccination","17%","12","72","","10/01/2016","03/31/2017"
"010112","BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST ","DEMOPOLIS","AL","36732","Marengo","Hours of physical-restraint use","0.00","0","2169","","Hours of seclusion","0.00","0","2169","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","89.71%","122","136","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","97.14%","136","140","","Tobacco Use Treatment (during the hospital stay)","58.97%","23","39","","56.41%","22","39","","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","92.86%","65","70","","Healthcare Personnel Influenza Vaccination","91%","40","44","","10/01/2016","03/31/2017"
"010113","MOBILE INFIRMARY MEDICAL CENTER","5 MOBILE INFIRMARY CIRCLE ","MOBILE","AL","36607","Mobile","Hours of physical-restraint use","0.85","229","11263","","Hours of seclusion","0.12","32.42","11263","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","99.60%","502","504","","Alcohol Use Brief Intervention Provided or Offered","74.17%","89","120","","63.33%","76","120","","Tobacco Use Screening","99.30%","569","573","","Tobacco Use Treatment (during the hospital stay)","89.90%","258","287","","69.34%","199","287","","Tobacco Use Treatment Provided or Offered at Discharge","51.66%","109","211","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","99.37%","314","316","","Healthcare Personnel Influenza Vaccination","67%","1009","1514","","10/01/2016","03/31/2017"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST ","BESSEMER","AL","35022","Jefferson","Hours of physical-restraint use","0.11","16.05","6017","","Hours of seclusion","0.00","0","6017","","Patients discharged on multiple antipsychotic medications with appropriate justification","37.50%","15","40","","Alcohol Use Screening","95.95%","379","395","","Alcohol Use Brief Intervention Provided or Offered","58.62%","17","29","","55.17%","16","29","","Tobacco Use Screening","95.72%","380","397","","Tobacco Use Treatment (during the hospital stay)","61.45%","51","83","","33.73%","28","83","","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","0.00%","0","45","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","86.89%","159","183","","Healthcare Personnel Influenza Vaccination","80%","53","66","","10/01/2016","03/31/2017"
"010125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E ","HALEYVILLE","AL","35565","Winston","Hours of physical-restraint use","0.00","0","1706","","Hours of seclusion","0.00","0","1706","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","100.00%","103","103","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","104","104","","Tobacco Use Treatment (during the hospital stay)","97.50%","39","40","","95.00%","38","40","","Tobacco Use Treatment Provided or Offered at Discharge","100.00%","27","27","","92.59%","25","27","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","100.00%","38","38","","Healthcare Personnel Influenza Vaccination","91%","154","169","","10/01/2016","03/31/2017"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE ","BAY MINETTE","AL","36507","Baldwin","Hours of physical-restraint use","0.00","0","4108","","Hours of seclusion","0.00","0","4108","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Alcohol Use Screening","98.90%","269","272","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","99.63%","270","271","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","0.00%","0","22","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","94.08%","143","152","","Healthcare Personnel Influenza Vaccination","97%","302","311","","10/01/2016","03/31/2017"
"010139","BROOKWOOD BAPTIST MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE ","BIRMINGHAM","AL","35209","Jefferson","Hours of physical-restraint use","0.31","285.58","37786","","Hours of seclusion","0.00","0","37786","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","98.75%","710","719","","Alcohol Use Brief Intervention Provided or Offered","87.07%","101","116","","87.07%","101","116","","Tobacco Use Screening","99.86%","714","715","","Tobacco Use Treatment (during the hospital stay)","81.96%","359","438","","75.34%","330","438","","Tobacco Use Treatment Provided or Offered at Discharge","20.74%","84","405","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","88.00%","396","450","","Healthcare Personnel Influenza Vaccination","93%","2206","2368","","10/01/2016","03/31/2017"
